t,i,j,trade_usd_thousands,qty_tons,i_iso3,i_name,j_iso3,j_name,direction
2010,826,116,9490.922999999992,953.3230000000004,GBR,United Kingdom,KHM,Cambodia,partner_to_asean
2010,826,360,951539.4150000012,550716.8269999998,GBR,United Kingdom,IDN,Indonesia,partner_to_asean
2010,826,418,6090.821,747.6049999999997,GBR,United Kingdom,LAO,Lao People's Dem. Rep.,partner_to_asean
2010,826,458,1901011.7849999983,540160.3050000005,GBR,United Kingdom,MYS,Malaysia,partner_to_asean
2010,826,608,408105.3829999998,123660.38500000008,GBR,United Kingdom,PHL,Philippines,partner_to_asean
2010,826,702,5310156.491000011,886966.4089999988,GBR,United Kingdom,SGP,Singapore,partner_to_asean
2010,826,704,610625.0139999995,431190.359000001,GBR,United Kingdom,VNM,Viet Nam,partner_to_asean
2010,826,764,1990784.8639999968,577460.2320000011,GBR,United Kingdom,THA,Thailand,partner_to_asean
2010,842,96,248941.215,25424.459000000086,USA,USA,BRN,Brunei Darussalam,partner_to_asean
2010,842,104,30102.109999999982,19600.745999999992,USA,USA,MMR,Myanmar,partner_to_asean
2010,842,116,190805.148,38659.28299999993,USA,USA,KHM,Cambodia,partner_to_asean
2010,842,360,9422591.132000005,6189325.012000033,USA,USA,IDN,Indonesia,partner_to_asean
2010,842,418,13565.312999999998,1583.0749999999996,USA,USA,LAO,Lao People's Dem. Rep.,partner_to_asean
2010,842,458,14590551.070000006,4310611.535999985,USA,USA,MYS,Malaysia,partner_to_asean
2010,842,608,6833756.564000006,4215845.119999992,USA,USA,PHL,Philippines,partner_to_asean
2010,842,702,31355161.00999995,8570235.172999976,USA,USA,SGP,Singapore,partner_to_asean
2010,842,704,4136562.988000007,3690641.647999999,USA,USA,VNM,Viet Nam,partner_to_asean
2010,842,764,10477788.947000014,4301161.447000013,USA,USA,THA,Thailand,partner_to_asean
2011,56,96,15390.236999999994,5505.035000000001,BEL,Belgium,BRN,Brunei Darussalam,partner_to_asean
2011,56,104,12128.661000000002,7124.136000000003,BEL,Belgium,MMR,Myanmar,partner_to_asean
2011,56,116,40629.538,13892.946000000018,BEL,Belgium,KHM,Cambodia,partner_to_asean
2011,56,360,607442.5260000002,335129.13299999904,BEL,Belgium,IDN,Indonesia,partner_to_asean
2011,56,418,31200.950999999997,2085.632999999999,BEL,Belgium,LAO,Lao People's Dem. Rep.,partner_to_asean
2011,56,458,698633.2969999992,392864.290999999,BEL,Belgium,MYS,Malaysia,partner_to_asean
2011,56,608,220434.72599999976,83436.92799999997,BEL,Belgium,PHL,Philippines,partner_to_asean
2011,56,702,1179410.754000001,277141.31099999935,BEL,Belgium,SGP,Singapore,partner_to_asean
2011,56,704,384155.0060000002,151113.7859999999,BEL,Belgium,VNM,Viet Nam,partner_to_asean
2011,56,764,1122023.9979999976,278521.0409999982,BEL,Belgium,THA,Thailand,partner_to_asean
2011,96,56,259.394,3.6149999999999993,BRN,Brunei Darussalam,BEL,Belgium,asean_to_partner
2011,96,156,575233.0030000008,692124.2910000002,BRN,Brunei Darussalam,CHN,China,asean_to_partner
2011,96,251,3384.3879999999995,155.478,BRN,Brunei Darussalam,FRA,France,asean_to_partner
2011,96,276,4846.192999999999,39.74100000000002,BRN,Brunei Darussalam,DEU,Germany,asean_to_partner
2011,96,380,984.595,11.679,BRN,Brunei Darussalam,ITA,Italy,asean_to_partner
2011,96,392,5235676.306000004,6936926.431000002,BRN,Brunei Darussalam,JPN,Japan,asean_to_partner
2011,96,410,1890504.0759999992,2500705.1590000005,BRN,Brunei Darussalam,KOR,Rep. of Korea,asean_to_partner
