t,i,j,trade_usd_thousands,qty_tons
2013,608,380,236874.6150000002,66962.71400000007
2013,608,392,8940911.906000027,4233229.103000001
2013,608,410,3706234.00300001,1856574.4769999993
2013,608,528,1331972.2860000005,443533.79799999896
2013,608,616,148886.76999999993,10177.312000000029
2013,608,724,204362.09299999988,62669.54699999981
2013,608,752,68702.6330000001,20031.521999999997
2013,608,826,551358.1660000006,75247.26599999993
2013,608,842,9350614.400999993,1310443.6980000024
2013,616,96,7214.267,133.27200000000002
2013,616,104,4686.732,1400.0459999999994
2013,616,116,3254.038999999999,2965.452000000001
2013,616,360,167819.984,69594.89699999988
2013,616,418,405.47100000000006,162.91000000000003
2013,616,458,330130.21300000016,77486.16800000002
2013,616,608,54447.673,14468.969000000026
2013,616,702,837059.1300000008,228667.13499999983
2013,616,704,173495.84300000005,130782.3219999998
2013,616,764,235348.34399999995,57882.08599999967
2013,702,56,3276517.219000008,51094.31499999977
2013,702,156,30869230.627,11751738.598000024
2013,702,251,4251325.425999996,693535.2820000029
2013,702,276,6244200.3429999985,137941.167
2013,702,380,381456.37600000045,79402.54400000004
2013,702,392,7172924.36899999,791308.8220000023
2013,702,410,10708065.80200002,3830732.2940000156
2013,702,528,4038382.967000002,209435.74299999917
2013,702,616,965122.0670000004,171789.9059999998
2013,702,724,586178.8480000006,42197.28700000001
2013,702,752,75004.5189999999,6308.694000000021
2013,702,826,2805258.211999995,440434.4419999997
2013,702,842,16056856.86900001,1214114.8959999997
2013,704,56,684104.4129999996,228187.0209999997
2013,704,156,16330467.978999984,28695211.18999997
2013,704,251,3685258.2559999977,290343.2429999998
2013,704,276,7096058.285999993,706191.3240000007
2013,704,380,2923020.2229999998,308218.86900000006
2013,704,392,14287635.275000015,7836205.8299999945
2013,704,410,7205091.714999996,5831007.092000012
2013,704,528,2838812.183,248530.6549999994
2013,704,616,1088161.64,132947.3239999998
2013,704,724,2551957.5580000016,270333.40900000004
2013,704,752,984009.4840000006,55738.469999999936
2013,704,826,4576267.791000003,388147.67900000006
2013,704,842,26071461.49299995,3560003.6660000067
2013,724,96,5626.861000000004,3741.688000000009
2013,724,104,29362.63499999999,11868.107000000004
2013,724,116,10662.834999999997,6659.034000000008
2013,724,360,671113.385,104850.19899999995
2013,724,418,2114.5570000000002,439.3739999999999
2013,724,458,631594.871000001,283895.50900000014
2013,724,608,501900.31099999975,115711.74599999978
2013,724,702,1205911.7499999998,618708.7079999989
2013,724,704,416840.7720000015,144730.83299999978
2013,724,764,719102.6969999992,188153.37899999946
2013,752,96,6620.9060000000045,253.17899999999992
2013,752,104,13069.094000000001,1685.2250000000006
2013,752,116,7975.478999999998,9694.183999999997
2013,752,360,720143.2670000002,223034.25999999975
2013,752,418,3507.165,440.6200000000002
2013,752,458,605236.0080000006,127444.63099999985
2013,752,608,143665.59299999982,51324.35099999996
2013,752,702,1095635.7500000012,229822.41999999987
2013,752,704,224341.64200000014,43378.35200000006
2013,752,764,1198791.0410000018,189537.8220000002
2013,764,56,1249307.5159999987,205498.91299999907
2013,764,156,35155100.26099996,22104716.856999874
2013,764,251,2838914.5309999934,526232.0119999982
2013,764,276,5846155.440999999,659709.0089999994
2013,764,380,1486761.2010000008,296915.487999999
2013,764,392,22171290.977000017,8503701.083999975
2013,764,410,5041946.703999997,4213132.694000002
2013,764,528,3600747.2229999998,544897.9199999988
2013,764,616,1087462.3619999997,131300.17000000016
2013,764,724,1083393.1209999993,229728.89499999958
2013,764,752,613890.1700000002,94610.46700000002
2013,764,826,3862807.1729999953,712869.4160000015
2013,764,842,26893254.902999982,3502212.383000003
2013,826,96,1475451.7619999999,6618.12100000003
2013,826,104,44264.365,7848.050000000004
2013,826,116,41831.158999999956,2957.875
2013,826,360,1111011.3589999976,529494.987
2013,826,418,8628.836999999998,734.6380000000003
2013,826,458,2474345.0529999984,414545.4560000003
2013,826,608,540283.9720000002,54898.585999999945
2013,826,702,7711542.1939999955,627119.6389999981
2013,826,704,618688.6969999998,219057.2089999998
2013,826,764,3255664.514000001,2204458.2679999936
2013,842,96,426669.2650000002,19539.769000000062
2013,842,104,200627.69400000008,48322.46699999995
2013,842,116,273199.81100000016,96490.3090000001
2013,842,360,8995352.591000007,6247177.197000002
2013,842,418,38076.017,5351.7530000000015
2013,842,458,15992667.314000009,3136996.035000005
2013,842,608,7607193.191999996,4694022.4769999795
2013,842,702,35826934.31500002,8146406.883000034
2013,842,704,5576998.746000013,3841818.0489999973
2013,842,764,13275970.175999988,3649573.5040000114
2014,56,96,9783.038999999999,4505.981000000002
2014,56,104,25459.46300000002,13886.627999999999
2014,56,116,67080.38500000001,6839.602
2014,56,360,602429.9459999988,285231.5869999989
2014,56,418,30507.739000000005,1818.1160000000002
2014,56,458,724249.7600000015,328010.3139999991
2014,56,608,196340.37900000028,75256.415
2014,56,702,1597592.8610000012,415514.76299999986
2014,56,704,497589.68100000004,198592.32699999993
2014,56,764,1113952.7759999982,270284.9450000002
2014,96,56,6.55,0.45899999999999996
2014,96,156,186421.56399999998,297138.29300000006
2014,96,251,1375.8629999999996,349.29999999999967
2014,96,276,5731.133,71.03300000000004
2014,96,380,281754.9330000001,305884.1189999999
2014,96,392,3758752.1330000004,4644936.424000001
2014,96,410,1285988.7080000008,1700267.5119999996
2014,96,528,4636.652000000002,87.78000000000007
2014,96,616,56.69800000000001,1.8129999999999995
2014,96,724,74.581,1.289
2014,96,752,242.26499999999996,22.558000000000003
2014,96,826,121498.45500000002,128.89300000000014
2014,96,842,25260.513000000017,43592.19199999992
2014,104,56,34028.99100000001,61852.10599999997
2014,104,156,16175842.626000004,9475545.80499999
2014,104,251,84645.86999999998,31642.184999999994
2014,104,276,166994.35800000007,17994.62400000001
2014,104,380,49728.92099999999,16637.319
2014,104,392,928750.4269999994,104677.17100000005
2014,104,410,598677.0300000001,68390.74400000002
2014,104,528,32424.986999999997,25372.695000000007
2014,104,616,14661.998000000001,19692.234000000008
2014,104,724,75218.24900000003,12963.735999999997
2014,104,752,14221.941000000008,23525.61200000001
2014,104,826,138215.44199999995,28048.208000000017
2014,104,842,106754.94299999997,15241.541000000001
2014,116,56,88772.85299999993,20396.894
2014,116,156,561582.0459999996,352833.73400000005
2014,116,251,543868.9060000001,91545.52499999997
2014,116,276,1464139.513999999,112720.128
2014,116,380,329228.339,42787.28899999996
2014,116,392,852024.1120000001,38702.916000000005
2014,116,410,220069.63100000014,69512.357
2014,116,528,241203.1810000001,44125.64299999994
2014,116,616,260906.4400000001,50097.82899999999
2014,116,724,432383.3509999999,35989.18699999996
2014,116,752,74336.47499999999,8212.078000000007
2014,116,826,1540491.994,88513.54599999999
2014,116,842,3621411.4809999987,206714.50899999985
2014,156,96,599869.0369999999,239662.3409999998
2014,156,104,8730187.11799999,4860381.827000021
2014,156,116,3436809.252000003,1092030.2989999992
2014,156,360,31635309.338,16017623.19499997
2014,156,418,1651091.9859999996,566656.1780000018
2014,156,458,38538196.79899996,11721746.329000019
2014,156,608,23471388.136999976,13615434.683000015
2014,156,702,46096402.006000005,14531456.980000066
2014,156,704,45503662.44700005,17998349.75299999
2014,156,764,38721672.37600008,12320611.389000019
2014,251,96,22485.754999999997,2861.102000000011
2014,251,104,136020.016,6961.565000000008
2014,251,116,93081.92999999993,18355.955000000005
2014,251,360,2581865.296999995,327814.848
2014,251,418,63701.61900000001,3294.301000000009
2014,251,458,3919148.362999995,325539.9189999996
2014,251,608,2470769.7550000018,100128.37299999988
2014,251,702,7794754.573999984,540058.4739999991
2014,251,704,1130054.5530000003,262203.24699999916
2014,251,764,2372560.255000003,378574.84599999944
2014,276,96,149402.87999999998,6292.483
2014,276,104,176246.18099999998,18131.155000000013
2014,276,116,118330.43999999994,33531.456999999944
2014,276,360,4379129.430999997,857196.0840000008
2014,276,418,118977.53800000007,28188.67500000002
2014,276,458,6985666.275000001,1022801.2119999991
2014,276,608,2584908.3019999997,305415.76899999974
2014,276,702,9388477.135999992,915029.6109999988
2014,276,704,2705842.8439999977,412132.089
2014,276,764,5873891.957999996,890119.2380000004
2014,360,56,968319.1609999993,310274.0379999996
2014,360,156,22646288.36199998,137503055.0930003
2014,360,251,1995370.945000001,518077.1250000002
2014,360,276,5001376.950000003,1361876.8879999968
2014,360,380,2668270.4909999985,5263006.769999992
2014,360,392,25475766.259999964,51955997.36799989
2014,360,410,11954012.518999996,34049051.08599998
2014,360,528,3731488.8900000043,3466995.2690000064
2014,360,616,806516.6830000012,854862.0120000032
2014,360,724,2376852.867999999,5646723.092000003
2014,360,752,214824.40000000002,44413.33199999991
2014,360,826,2055412.795999999,574849.8350000001
2014,360,842,20479848.812000033,5919608.726000004
2014,380,96,60986.709000000046,5049.059000000001
2014,380,104,188327.50100000002,25272.38300000001
2014,380,116,77742.92899999997,17919.68199999999
2014,380,360,1774829.1580000026,350962.42700000043
2014,380,418,13034.396,2504.315000000001
2014,380,458,1834671.2419999996,209001.04499999984
2014,380,608,578835.2500000015,202860.10700000022
2014,380,702,3849085.451000005,685331.0069999996
2014,380,704,1289357.5380000041,392089.0849999994
2014,380,764,2287172.689000006,354805.1930000008
2014,392,96,149441.65899999996,228926.40599999964
2014,392,104,1769848.8390000004,219659.4369999996
2014,392,116,350520.0399999998,99055.14199999996
2014,392,360,15577979.716999993,4287017.082000009
2014,392,418,155149.89999999997,18119.945000000014
2014,392,458,16145259.549000006,4711442.99399998
2014,392,608,9321236.234000007,3435919.974999991
2014,392,702,21229544.04199999,8856472.203000022
2014,392,704,12843673.78099998,5716140.516000008
2014,392,764,34003858.05300004,9379543.999999998
2014,410,96,319703.85900000005,124980.12300000004
2014,410,104,924087.8179999986,439033.9099999992
2014,410,116,632674.6979999997,184932.0029999997
2014,410,360,12155056.521999974,8657253.428000012
2014,410,418,128311.00300000001,16030.442000000017
2014,410,458,9403896.343999991,6164922.409000017
2014,410,608,10045311.288000023,8404358.030999977
2014,410,702,24731290.95199998,12099328.22800006
2014,410,704,21204060.03399998,9523292.303000025
2014,410,764,8544624.982,4368074.833999995
2014,418,56,11822.823999999999,586.2119999999999
2014,418,156,1944656.9590000012,2384268.2080000006
2014,418,251,27963.225000000028,3759.8230000000026
2014,418,276,125740.19399999997,8038.899000000003
2014,418,380,26188.166999999998,2460.2120000000014
2014,418,392,123440.21099999997,30832.086999999992
2014,418,410,21037.155,29416.265000000007
2014,418,528,41950.888000000006,8156.492
2014,418,616,6538.825,2281.521000000001
2014,418,724,7888.736999999998,607.6389999999996
2014,418,752,14912.148000000003,2367.5959999999995
2014,418,826,77107.41800000003,33700.40300000001
2014,418,842,43143.68700000002,6854.853999999998
2014,458,56,821980.3949999997,185850.054
2014,458,156,48764812.10299996,32753871.842999976
2014,458,251,2432725.485000001,356907.34599999833
2014,458,276,8123235.181999998,1104772.8660000018
2014,458,380,941066.510999999,334490.8549999989
2014,458,392,27581074.427000083,23221661.426999964
2014,458,410,10736945.707000015,12129005.573000044
2014,458,528,8365495.603999999,2409220.9740000158
2014,458,616,962221.9199999996,242359.10199999978
2014,458,724,762279.9150000003,460296.5499999996
2014,458,752,482254.793000001,226300.27399999974
2014,458,826,2796019.0840000007,833157.6850000018
2014,458,842,30387813.22699998,2985670.2030000105
2014,528,96,68760.58300000001,10644.79600000005
2014,528,104,34979.06599999999,6282.568
2014,528,116,32496.079999999984,23135.60100000002
2014,528,360,948511.8309999979,368833.9509999997
2014,528,418,3105.232,334.1319999999999
2014,528,458,2507984.929,1225334.3870000013
2014,528,608,510441.80200000067,231839.09599999947
2014,528,702,4466416.897999995,4238983.288999999
2014,528,704,746554.9849999979,277103.11499999935
2014,528,764,1132923.3929999978,398445.6540000004
2014,608,56,137960.47199999986,11581.222000000023
2014,608,156,20982166.580000002,44860817.55099979
2014,608,251,582115.2459999997,36634.85799999999
2014,608,276,3657235.2920000036,216872.9449999999
2014,608,380,247808.7049999998,55021.95599999992
2014,608,392,9790125.014000013,5358398.610999998
2014,608,410,3332994.662999998,4081377.4749999996
2014,608,528,1571401.9429999997,402167.7659999992
2014,608,616,249060.1520000001,21496.550000000036
2014,608,724,222551.43199999994,54993.7129999997
2014,608,752,34399.37900000007,4913.546000000002
2014,608,826,606881.9289999998,77124.05099999998
2014,608,842,10168384.966,1257073.393
2014,616,96,1666.6950000000006,107.59000000000009
2014,616,104,19775.290000000008,2198.62
2014,616,116,3832.769000000001,4196.998000000003
2014,616,360,175072.57300000006,64931.85599999974
