t,i,j,trade_usd_thousands,qty_tons
2017,608,724,324857.79600000026,79684.30300000004
2017,608,752,67176.60099999984,20659.284000000018
2017,608,826,716679.9849999993,86972.12599999997
2017,608,842,11957167.481000006,1533273.557999999
2017,616,96,2552.322,993.7429999999989
2017,616,104,13377.834999999995,9092.690999999997
2017,616,116,32155.04899999999,17492.042000000038
2017,616,360,151729.1939999999,55883.73599999969
2017,616,418,4583.744000000001,1281.772999999999
2017,616,458,171940.291,62636.32799999982
2017,616,608,77408.57700000005,24210.964000000033
2017,616,702,498363.2589999995,163038.91799999986
2017,616,704,294835.28699999995,125702.49799999982
2017,616,764,416633.00800000003,69614.8789999999
2017,702,56,3771720.0970000057,319529.31899999926
2017,702,156,36550050.676000044,18782109.320999913
2017,702,251,2530722.9410000006,778392.2220000039
2017,702,276,6939594.23400001,142316.52799999996
2017,702,380,420603.8679999997,46388.83499999988
2017,702,392,9289847.217000017,1737890.5609999974
2017,702,410,9312842.422999993,3183806.491000006
2017,702,528,4875844.135000002,1216465.524999998
2017,702,616,502264.3919999995,42321.86900000003
2017,702,724,391962.09399999934,55524.25599999967
2017,702,752,143377.1769999996,10088.225000000044
2017,702,826,2662548.9770000023,593222.509
2017,702,842,17259054.264999975,1162446.534000002
2017,704,56,863248.7489999991,279435.5449999993
2017,704,156,37436214.68100005,22726919.54700001
2017,704,251,5738731.585999998,785474.9810000011
2017,704,276,10531374.423999982,926884.0290000016
2017,704,380,2897191.188000001,396084.37800000096
2017,704,392,18292816.077999994,6984399.410000002
2017,704,410,15644789.49700003,6304858.352999995
2017,704,528,6928030.995999996,417315.0169999994
2017,704,616,1895413.4850000006,177377.35499999978
2017,704,724,2997704.896999995,351797.30199999944
2017,704,752,1172048.33,60580.2679999999
2017,704,826,5465584.509999996,550993.335
2017,704,842,47110301.06099988,4981061.368000004
2017,724,96,4736.611000000002,3306.225000000007
2017,724,104,37793.03699999998,8662.420000000018
2017,724,116,25984.045000000027,7434.846000000016
2017,724,360,507754.3860000005,151609.35299999965
2017,724,418,3425.2760000000003,273.622
2017,724,458,775978.6709999999,281508.8799999994
2017,724,608,634834.4960000007,246858.45799999897
2017,724,702,864369.0920000006,209250.92499999938
2017,724,704,594917.9830000014,256086.69599999947
2017,724,764,751966.6410000004,292426.4829999987
2017,752,96,3642.073,382.49499999999966
2017,752,104,39081.70999999998,6548.036000000001
2017,752,116,12659.67900000001,5664.276000000006
2017,752,360,593969.4670000006,233346.8789999992
2017,752,418,13794.748000000007,721.9579999999999
2017,752,458,617436.6839999991,364610.9009999992
2017,752,608,176758.63300000023,85048.6299999999
2017,752,702,1090826.5220000003,176549.66699999946
2017,752,704,331883.8230000002,71313.97999999988
2017,752,764,694482.1129999992,166115.25699999963
2017,764,56,1285006.942999999,246021.880999999
2017,764,156,39311397.77800008,25647080.50999982
2017,764,251,3112736.0929999975,401509.87499999884
2017,764,276,6851189.718000015,765796.7250000025
2017,764,380,1848020.330000001,321311.02399999934
2017,764,392,22821286.937999953,7907588.559000014
2017,764,410,5105394.165999991,3608448.0250000004
2017,764,528,3536917.5140000028,569973.1660000003
2017,764,616,821953.8170000013,132632.15199999968
2017,764,724,1360370.660000002,319362.43599999894
2017,764,752,542729.5110000002,90635.78499999999
2017,764,826,3981928.9400000004,676433.3840000019
2017,764,842,31905316.843000043,4676335.363000001
2017,826,96,155453.96800000037,4909.67800000003
2017,826,104,54818.02800000001,12095.793000000023
2017,826,116,59200.94999999998,3723.1340000000005
2017,826,360,1179797.7489999968,642186.133
2017,826,418,16618.55299999999,1135.327
2017,826,458,1686956.4029999992,432161.77300000074
2017,826,608,625692.7189999998,91549.42899999944
2017,826,702,5199320.486000005,794986.8990000015
2017,826,704,799479.2529999997,495904.3559999998
2017,826,764,2293320.0460000047,759748.238000004
2017,842,96,285744.6420000002,27781.878000000033
2017,842,104,629026.3500000011,257054.8670000003
2017,842,116,325142.5269999996,183324.20799999972
2017,842,360,8070757.843000015,9038845.48700007
2017,842,418,45500.26599999999,22172.311999999984
2017,842,458,13253780.229000023,4364534.8079999965
2017,842,608,8456971.140000034,6429818.742999995
2017,842,702,33241462.313000046,4957202.945999999
2017,842,704,9488322.067000026,5257402.508999995
2017,842,764,12781715.218999995,7015156.890000007
2018,56,96,5698.388999999999,2227.980000000003
2018,56,104,66376.51000000001,64885.51799999994
2018,56,116,78168.54300000008,46920.54099999986
2018,56,360,607962.3469999988,322396.38599999837
2018,56,418,28882.31400000001,2321.430000000001
2018,56,458,772817.3079999989,347397.06399999885
2018,56,608,613525.5099999995,140575.4179999997
2018,56,702,1216192.7290000033,613136.1540000003
2018,56,704,558178.1969999997,330670.826999999
2018,56,764,1227099.093,271096.737999999
2018,96,56,44.505,0.23800000000000002
2018,96,156,244015.8419999996,522228.59299999947
2018,96,251,2108.101,141.548
2018,96,276,3249.4319999999993,56.501999999999974
2018,96,380,1593.9389999999992,35.760999999999996
2018,96,392,2148110.1010000007,4335255.237
2018,96,410,563079.4530000002,1187636.2749999997
2018,96,528,724.2589999999999,9.780999999999999
2018,96,616,123.95300000000003,28.431000000000004
2018,96,724,88.607,1.2109999999999999
2018,96,752,299.1170000000001,2.52
2018,96,826,14886.236999999997,154.47600000000003
2018,96,842,105857.36499999977,114203.11399999999
2018,104,56,150580.1510000002,220853.7509999999
2018,104,156,5762897.825000005,10860673.298000008
2018,104,251,403058.6860000002,31584.21900000002
2018,104,276,1113449.7769999995,109040.59900000003
2018,104,380,298704.2729999999,31301.92999999998
2018,104,392,1494558.1440000003,145028.05699999988
2018,104,410,580079.6700000002,66895.23199999989
2018,104,528,310051.1510000003,59515.474
2018,104,616,180561.16499999986,53432.568999999916
2018,104,724,450959.236,59776.124999999935
2018,104,752,61213.86299999998,3214.3739999999984
2018,104,826,494269.85300000006,96753.786
2018,104,842,686718.9970000002,51366.21599999996
2018,116,56,171255.67799999999,19768.905000000006
2018,116,156,1387056.5870000026,922056.5290000007
2018,116,251,1179765.2490000017,104557.28500000012
2018,116,276,2106262.1659999993,112945.84699999995
2018,116,380,492645.36300000007,40407.839999999924
2018,116,392,1757588.972999999,76632.50700000006
2018,116,410,366242.0399999998,63233.201999999976
2018,116,528,491758.9459999995,45670.03499999994
2018,116,616,405000.772,29747.579000000052
2018,116,724,1053244.156,60949.64199999999
2018,116,752,90202.34000000004,11032.144000000013
2018,116,826,1385664.8269999993,81065.04000000007
2018,116,842,4316820.579999999,284941.44600000023
2018,156,96,1725657.1829999997,676778.3079999997
2018,156,104,9439222.666000005,5998800.891000011
2018,156,116,6038451.3360000225,1491195.2330000002
2018,156,360,46188714.10399998,22566953.857000012
2018,156,418,1564369.8479999993,1001419.776
2018,156,458,44748420.44499995,17374082.246999975
2018,156,608,23967761.30599993,17112803.216000013
2018,156,702,50886364.716,19575107.63499995
2018,156,704,67452648.39899991,18856243.33199996
2018,156,764,50326489.45099998,15214710.86099994
2018,251,96,61644.486000000004,1802.8459999999986
2018,251,104,249624.6109999998,16718.484000000015
2018,251,116,108095.87399999994,23933.446000000025
2018,251,360,1806361.8020000034,376539.5119999992
2018,251,418,11301.862000000008,1669.1679999999983
2018,251,458,4080753.2220000057,242173.1759999994
2018,251,608,1621631.3690000027,158582.28100000022
2018,251,702,10768472.82,597960.7660000003
2018,251,704,1658294.4699999979,369039.69200000074
2018,251,764,3572855.633000004,365224.76599999965
2018,276,96,146246.044,4920.726000000004
2018,276,104,213768.19099999988,80621.85799999985
2018,276,116,159273.16899999985,61636.93099999988
2018,276,360,4064090.776,851856.0520000021
2018,276,418,42193.793999999994,2422.5170000000007
2018,276,458,6367993.276999986,942599.4839999982
2018,276,608,2569870.9070000034,450091.614999999
2018,276,702,10431641.653000003,2332767.609999995
2018,276,704,5250936.548000002,681833.3219999997
2018,276,764,6482938.884999987,927808.5549999982
2018,360,56,950054.4280000007,314953.6310000002
2018,360,156,32095785.29599999,178178373.4289994
2018,360,251,2205714.788,377459.62800000055
2018,360,276,4548180.398999998,1073169.5850000007
2018,360,380,2139369.5909999995,2341849.1589999977
2018,360,392,21297568.33299999,41397101.38399992
2018,360,410,11116172.817000007,48401724.3810001
2018,360,528,3674832.526000007,4461677.846000012
2018,360,616,878268.1690000008,212014.29699999958
2018,360,724,2798760.5969999987,8532731.212999994
2018,360,752,187785.98000000027,58788.888000000035
2018,360,826,2047814.0399999977,868339.3130000012
2018,360,842,22158376.434999973,7724087.37800002
2018,380,96,32644.633,2798.7910000000034
2018,380,104,145192.77699999989,41078.91399999995
2018,380,116,96541.7969999999,10169.705000000013
2018,380,360,1792106.6019999972,748075.2540000001
2018,380,418,14307.215000000002,2191.6449999999986
2018,380,458,1620740.3620000011,199130.27399999966
2018,380,608,742947.1209999998,307805.56999999844
2018,380,702,3975489.8040000033,1319389.9239999985
2018,380,704,1810796.513999998,432244.6340000001
2018,380,764,2009149.225000001,360300.9950000013
2018,392,96,169287.6420000003,290388.7929999998
2018,392,104,836729.2320000001,558219.4130000008
2018,392,116,670755.4859999992,88251.63399999976
2018,392,360,16967980.06799999,4395052.607999994
2018,392,418,154821.08800000013,130707.83899999985
2018,392,458,15687635.536000008,5440212.810999988
2018,392,608,10880093.527000017,4409721.582999999
2018,392,702,22953461.677999973,7622852.671999982
2018,392,704,18476683.005999967,6601424.827999998
2018,392,764,34060002.7550001,10601491.13700004
2018,410,96,100701.19800000006,59652.710999999894
2018,410,104,674220.2790000016,275807.14100000006
2018,410,116,722185.907999999,213783.3230000002
2018,410,360,9511720.733999988,5431177.887000009
2018,410,418,103086.62400000003,19960.757000000005
2018,410,458,9385306.443999995,5984270.71099999
2018,410,608,7704419.118000008,7017794.369000008
2018,410,702,10628118.430000003,6588361.891000028
2018,410,704,47137305.282999955,8704300.86699999
2018,410,764,9426296.77899999,4330560.638999994
2018,418,56,13764.955999999998,10934.174000000005
2018,418,156,1709770.780999999,2478146.2620000034
2018,418,251,33347.74100000002,3846.5100000000048
2018,418,276,113316.99799999995,5742.446000000007
2018,418,380,21847.965999999993,3421.760999999999
2018,418,392,165669.01700000002,31450.526000000013
2018,418,410,30442.445000000003,20993.556000000004
2018,418,528,11081.533000000001,1033.354999999999
2018,418,616,2066.307,125.4160000000001
2018,418,724,6144.15,1357.2029999999997
2018,418,752,27876.43400000002,1676.86
2018,418,826,28966.636000000002,1827.7359999999992
2018,418,842,147801.66200000004,14172.88800000001
2018,458,56,801055.7439999997,183097.11399999986
2018,458,156,54147819.82900003,39826315.2
2018,458,251,2775465.104999998,467934.6380000009
2018,458,276,10230426.393000005,1199776.291000001
2018,458,380,1377014.9300000009,684955.1770000007
2018,458,392,18246355.42099999,17127088.655000035
2018,458,410,10029741.658999983,10368765.161000034
2018,458,528,8060733.511000007,1969636.5349999943
2018,458,616,867079.0609999989,118487.00299999976
2018,458,724,1147972.1260000044,711145.0310000001
2018,458,752,447663.4569999992,224111.0340000001
2018,458,826,2332690.1909999996,504163.21599999943
2018,458,842,39060011.17699998,3103153.2009999836
2018,528,96,32619.868000000017,8131.646000000009
2018,528,104,56704.973000000005,18288.282000000043
2018,528,116,59129.438999999955,27631.586000000025
2018,528,360,1266347.0780000016,829236.8720000016
2018,528,418,3495.076999999998,554.1759999999996
2018,528,458,1858137.2230000012,950118.4569999989
2018,528,608,691718.4130000003,302606.7369999995
2018,528,702,6417618.851000006,10544274.924000049
2018,528,704,1080306.720000001,567600.89
2018,528,764,1110595.5669999986,363822.5789999984
2018,608,56,252583.62699999995,19807.625000000033
2018,608,156,19269112.25299999,41336292.66000001
2018,608,251,1240790.293000001,240684.97600000002
2018,608,276,4345004.929000009,179547.51099999988
2018,608,380,316637.3099999999,76749.23699999989
2018,608,392,10905226.322000006,7622586.786000023
2018,608,410,3386193.5109999995,1413064.9859999963
2018,608,528,1836316.6270000013,577947.7010000002
2018,608,616,538298.4499999998,14531.36700000001
2018,608,724,344881.65399999986,95183.42799999981
2018,608,752,66046.62199999994,21079.331000000053
2018,608,826,754715.4039999989,94074.33399999986
2018,608,842,13256009.82900001,1404958.251999997
2018,616,96,3302.004,527.6989999999989
2018,616,104,57421.27699999999,16758.85399999999
2018,616,116,24034.867000000006,13435.634000000022
2018,616,360,192809.6419999999,86504.56799999996
2018,616,418,4715.541999999999,755.1549999999999
2018,616,458,227182.97999999998,70639.53499999984
2018,616,608,101086.83899999992,43796.79599999977
2018,616,702,494492.2110000002,209751.0019999987
2018,616,704,326794.649,179455.69899999985
2018,616,764,473634.5090000006,68340.77899999983
2018,702,56,4404882.558000005,179748.3439999992
2018,702,156,35418149.76400006,15393899.72500006
2018,702,251,3020955.3599999957,554872.7160000021
2018,702,276,7705120.122999992,160090.09699999992
2018,702,380,567807.7010000002,54834.42299999982
2018,702,392,11210406.419000002,1678398.4330000004
2018,702,410,8269218.035000003,2505517.025000018
2018,702,528,6055096.5409999965,666315.7030000023
2018,702,616,512731.1749999993,32326.12100000006
2018,702,724,534024.6689999992,58629.91399999965
2018,702,752,198171.65500000012,11280.01800000002
2018,702,826,2749408.0780000007,239320.24899999957
2018,702,842,23501116.81499998,1227628.1260000009
2018,704,56,1059198.223,307084.4179999997
2018,704,156,47947562.07199999,30882544.303999912
2018,704,251,6338190.439999998,673006.6390000009
2018,704,276,11007979.718000019,1024373.9179999995
2018,704,380,3024347.1300000027,442263.1049999991
2018,704,392,20880551.608000014,7724747.013999984
2018,704,410,19418611.001999997,7745289.780000015
2018,704,528,6480300.317000005,452944.85999999905
2018,704,616,2757821.800000004,282486.4029999991
2018,704,724,3189005.958000003,296718.70299999963
2018,704,752,1265881.0639999977,78907.3029999999
2018,704,826,5988956.000999999,570914.5469999994
2018,704,842,50150167.080999956,5340755.521000004
2018,724,96,6667.772,3079.5360000000023
2018,724,104,30275.329999999987,11687.45100000001
2018,724,116,33080.41599999996,7939.938000000013
2018,724,360,701906.9539999989,186201.07499999987
2018,724,418,6633.682999999998,2757.5589999999997
2018,724,458,757754.0150000001,277044.4139999998
2018,724,608,691343.5629999987,293891.02199999976
2018,724,702,1631536.6940000006,232917.00299999988
2018,724,704,577879.8909999995,232637.01699999993
2018,724,764,857563.2840000011,350054.39499999967
2018,752,96,3375.745999999997,146.773
2018,752,104,61247.34200000001,6142.869000000004
2018,752,116,11634.246,6309.148000000003
2018,752,360,693218.6319999992,209909.2419999998
2018,752,418,4486.543999999999,179.86499999999992
2018,752,458,459798.0709999999,118602.30599999975
2018,752,608,224281.16800000012,81520.44999999997
2018,752,702,1105352.5390000003,276366.4030000003
2018,752,704,321146.9999999997,66354.004
2018,752,764,588271.5399999997,146453.63499999972
2018,764,56,1274170.0359999985,262094.46199999968
2018,764,156,40808971.13100003,25059728.773999907
2018,764,251,3339361.9060000028,442718.9500000004
2018,764,276,7104717.019000001,620480.3240000005
2018,764,380,1898686.7459999993,329138.11299999995
2018,764,392,25040688.89200005,8201755.792000002
2018,764,410,5492000.494000004,4237832.075999999
2018,764,528,4196013.752,629470.6680000017
2018,764,616,879389.287,136412.82299999974
2018,764,724,1465434.4909999992,505190.8299999991
2018,764,752,550171.3519999997,81271.324
2018,764,826,3891172.4909999953,688358.2929999996
2018,764,842,32883561.023000024,4717355.271000011
2018,826,96,125350.13399999985,27340.34000000002
2018,826,104,83195.0869999999,23224.68100000004
2018,826,116,83131.63599999993,16053.172000000017
2018,826,360,1305776.4940000006,1146033.1919999989
2018,826,418,15509.725000000011,932.0829999999983
2018,826,458,1710444.7729999959,407973.4199999978
2018,826,608,817194.4310000003,121315.57799999994
2018,826,702,7555211.752000009,502391.85499999695
2018,826,704,979514.3860000005,619829.9539999991
2018,826,764,2516836.334999997,978494.5590000029
2018,842,96,335327.955,126339.65900000004
2018,842,104,404155.971,403384.6339999997
2018,842,116,398564.50700000033,205716.5290000001
2018,842,360,10119288.079000015,11099003.288000058
2018,842,418,24486.45000000002,8561.725999999991
2018,842,458,15703279.114999993,4556778.2199999895
2018,842,608,8368794.173999992,6636215.294000024
2018,842,702,35205843.62000002,5389930.157999975
2018,842,704,12440682.716999985,10364458.526999976
2018,842,764,14414710.077999992,9430451.289000012
2019,56,96,9988.609999999999,5186.016
2019,56,104,49922.39199999997,55793.668999999834
2019,56,116,96773.96800000001,28093.758000000045
2019,56,360,635905.7420000003,429568.37399999925
2019,56,418,20256.989,3407.990999999998
2019,56,458,838216.2100000004,324252.25199999975
2019,56,608,627730.5790000011,158119.8219999999
2019,56,702,1266071.553000001,791086.6630000031
2019,56,704,619227.5380000004,365388.2770000003
2019,56,764,970623.6210000007,231080.4049999991
2019,96,56,164.869,32.64000000000001
2019,96,156,478528.71199999965,1056727.2760000008
2019,96,251,1259.9460000000001,361.19099999999986
2019,96,276,2241.629000000001,295.3709999999997
2019,96,380,511.81399999999985,57.742
2019,96,392,2403208.2920000036,4573641.456000001
2019,96,410,396068.15300000005,845605.9020000004
2019,96,528,653.0879999999999,26.998000000000008
2019,96,616,1253.865,423.6419999999999
2019,96,724,342.704,63.446999999999974
2019,96,752,2.671,0.275
2019,96,826,13380.602999999994,481.5359999999999
2019,96,842,41017.242999999966,28217.233000000022
2019,104,56,169373.84899999987,115283.77299999999
2019,104,156,5602627.709999995,15744920.934000025
2019,104,251,457062.7440000003,49417.69799999993
2019,104,276,1215026.7370000011,96782.58899999995
2019,104,380,366298.55200000014,33871.63099999998
2019,104,392,1593949.2250000015,132580.3159999999
2019,104,410,683092.3830000003,81333.67799999996
2019,104,528,368296.01500000036,66552.26699999993
2019,104,616,209051.517,58556.75199999993
2019,104,724,724905.4240000005,78819.30300000007
2019,104,752,86025.52199999997,4865.198000000002
2019,104,826,536970.8840000001,109036.59799999997
2019,104,842,986269.9049999998,90196.14599999996
2019,116,56,185521.13600000014,26698.797000000013
2019,116,156,1498915.492999998,985114.502
2019,116,251,1229336.6130000015,130108.96499999998
2019,116,276,2067605.5179999997,105149.43299999998
2019,116,380,454680.76500000025,33482.98600000002
2019,116,392,1795294.3520000018,83272.04299999998
2019,116,410,385803.5330000001,61315.88799999995
2019,116,528,579570.0039999994,55448.41599999996
2019,116,616,340009.8510000002,26444.50300000003
2019,116,724,1060796.051000001,71097.74600000003
2019,116,752,86653.27500000005,9518.768999999997
2019,116,826,1331033.258,86344.72599999994
2019,116,842,5992918.324999997,541557.4360000006
2019,156,96,682341.1750000006,1148169.3559999987
2019,156,104,10493788.104999991,6788854.6519999895
2019,156,116,7662302.329999996,3174163.683999995
2019,156,360,45430354.40899994,22156497.14700007
2019,156,418,1994155.8480000047,1446555.906000004
2019,156,458,45185529.86499991,18524342.38699998
2019,156,608,26432013.15700003,19787428.779999893
2019,156,702,50439265.16200001,21896710.173000045
2019,156,704,79515350.72600001,21417716.809000034
2019,156,764,51139513.62599994,17687546.85399998
2019,251,96,91131.988,2577.7990000000004
2019,251,104,401855.4659999999,22137.494000000035
2019,251,116,227250.7579999997,36445.17799999995
2019,251,360,1528095.2630000017,466088.4459999982
2019,251,418,17934.940999999984,1621.910999999999
2019,251,458,2615865.140000002,248433.34299999982
2019,251,608,1741635.785999997,180534.67599999992
2019,251,702,11243403.883999998,507886.9050000003
2019,251,704,2150215.278999998,453078.72800000064
2019,251,764,2854015.969000001,426736.1649999998
2019,276,96,297088.19999999966,16278.100999999999
2019,276,104,228424.5000000002,89974.48899999987
2019,276,116,165200.9000000003,54600.04399999991
2019,276,360,3576602.138000003,687001.5949999985
2019,276,418,37074.951000000015,6079.039000000019
2019,276,458,6645739.285999989,868960.3550000018
2019,276,608,3046776.4329999965,332536.8679999999
2019,276,702,9310282.457000015,786599.5570000015
2019,276,704,5108583.809000003,695213.3080000011
2019,276,764,6075800.7710000025,874842.8980000026
2019,360,56,861303.8210000002,360880.5689999996
2019,360,156,32228517.00599996,215157778.1619998
2019,360,251,2058164.3019999985,453695.34799999907
2019,360,276,3969103.963000001,1055025.719000003
2019,360,380,2062183.6469999996,1759482.8309999998
2019,360,392,17865848.919999987,38709791.453000076
2019,360,410,8785956.147999968,39591236.44800004
2019,360,528,3238864.168000009,4285264.029000023
2019,360,616,793687.0489999984,184204.38699999955
2019,360,724,2149520.8690000013,4692185.303000018
2019,360,752,193382.19800000027,72283.1909999997
2019,360,826,2001112.2320000026,945402.1999999987
2019,360,842,21542246.181000017,5727230.069999985
2019,380,96,89864.33999999995,5742.665000000014
2019,380,104,121226.51000000017,34095.784000000065
2019,380,116,189882.36700000035,22131.246000000036
2019,380,360,1670727.5320000027,714638.3640000031
2019,380,418,20702.804000000004,4919.897
2019,380,458,1690284.363000001,264397.76600000006
2019,380,608,984238.5389999987,419014.8089999989
2019,380,702,3630772.335000007,643715.1659999999
2019,380,704,1793627.3239999984,565866.5269999995
2019,380,764,2403811.747000004,449080.6330000001
2019,392,96,222609.00900000046,215500.36999999944
2019,392,104,770324.2079999998,381708.2389999996
2019,392,116,1043908.1000000013,216126.40600000025
2019,392,360,14832769.381000001,4392468.090999997
2019,392,418,127173.26800000005,98230.4839999998
2019,392,458,14810160.019999994,5195217.690000009
2019,392,608,11096804.361,4644326.263999983
2019,392,702,20794983.30700001,7305280.374999992
2019,392,704,18522992.835999943,7617126.974000019
2019,392,764,31829207.89299998,9132249.842000023
2019,410,96,90920.66300000003,20147.813000000016
2019,410,104,719685.3470000001,277387.53499999933
2019,410,116,802653.0940000007,316558.44699999964
2019,410,360,8372191.519999985,5307800.66900001
2019,410,418,96079.63199999991,20901.828000000005
2019,410,458,9188120.152,6884961.150999991
2019,410,608,8996963.858000014,7621222.016999991
2019,410,702,14969807.699000014,8313742.200000008
2019,410,704,47175309.76599996,9870863.534999989
2019,410,764,8813783.60500002,4711616.546000002
2019,418,56,33555.27999999999,8322.164
2019,418,156,2020293.3030000008,3615194.312000004
2019,418,251,28976.935,3161.728000000005
2019,418,276,132043.99400000006,7179.789
2019,418,380,44592.53699999999,73215.57100000001
2019,418,392,174023.47299999997,38144.15099999998
2019,418,410,40799.979000000014,37573.66999999997
2019,418,528,17500.107000000004,1438.7980000000002
2019,418,616,16650.495000000006,30486.531000000006
2019,418,724,5758.483999999999,5690.070000000002
2019,418,752,30937.689999999984,1788.9479999999994
2019,418,826,28896.769,2172.110000000001
2019,418,842,153940.49300000007,292464.4960000002
2019,458,56,904693.9820000003,203245.77099999978
2019,458,156,61656722.56600009,51585025.734999985
2019,458,251,2637132.1399999987,405583.46699999925
2019,458,276,9469278.788999991,874280.7509999996
2019,458,380,1322873.9030000018,743907.7240000027
2019,458,392,16905790.972999983,15678574.96599997
2019,458,410,9010252.83200001,10074408.712000016
2019,458,528,8308851.682,2344112.979000003
2019,458,616,829764.7070000015,113826.05599999985
2019,458,724,1309392.3379999995,996890.4250000039
2019,458,752,385271.3810000008,187995.26899999977
2019,458,826,2432231.8189999987,577334.1520000002
2019,458,842,39964000.20800007,3552483.928000005
2019,528,96,35144.268,6369.15400000003
2019,528,104,58645.732999999935,17516.036999999975
2019,528,116,49700.59799999996,37322.799999999894
2019,528,360,883444.038,430979.17099999834
2019,528,418,6015.222999999997,4792.267999999999
2019,528,458,1526056.6580000005,1332936.806999997
2019,528,608,703450.6860000005,318094.2899999992
2019,528,702,2935683.798999999,2578793.0420000004
2019,528,704,956183.174000003,484857.5030000002
2019,528,764,1065343.9310000006,549796.4040000027
2019,608,56,158342.82499999987,27083.145000000062
2019,608,156,16615947.618000004,52900957.7140001
2019,608,251,1229311.547000001,56667.45599999971
2019,608,276,4429992.199999997,345554.0829999993
2019,608,380,334195.82599999977,75203.32400000005
2019,608,392,11098973.102000006,8286540.180999996
2019,608,410,3704691.1230000006,1083216.3920000007
2019,608,528,1603180.621999999,378906.33599999937
2019,608,616,465278.73999999993,15606.92900000004
2019,608,724,318139.9660000002,56579.05499999972
2019,608,752,59941.82100000013,23890.181000000008
2019,608,826,697808.0290000004,90350.45500000005
2019,608,842,13390919.942000002,1418826.0289999973
2019,616,96,2406.154,267.52999999999975
2019,616,104,14172.285000000003,9079.737000000021
2019,616,116,14450.804,33631.073999999964
2019,616,360,234372.2159999998,222771.15499999895
2019,616,418,4244.0639999999985,2017.1999999999991
2019,616,458,296478.45799999987,80097.14799999983
2019,616,608,159519.21699999992,66417.91899999973
2019,616,702,497192.92600000056,147192.41399999982
2019,616,704,356186.93199999933,163946.76799999987
2019,616,764,321490.93299999984,87762.65100000004
2019,702,56,2793847.552000008,190279.55799999915
2019,702,156,37141722.8299999,14545696.109000057
2019,702,251,4133644.338999991,1621384.0940000091
2019,702,276,6466260.875000002,177101.4579999995
2019,702,380,548035.5009999996,27559.337000000025
2019,702,392,9555520.704999993,1134466.8560000006
2019,702,410,7152381.596000005,2104241.9149999996
2019,702,528,5905953.378999996,942116.4720000038
2019,702,616,473794.04900000023,31360.14900000005
2019,702,724,855288.8929999993,67054.6789999997
2019,702,752,184173.66600000017,13273.895000000031
2019,702,826,2388235.8200000026,426062.2309999997
2019,702,842,23408629.35900004,1429139.511000002
2019,704,56,1067781.297000002,353938.1129999996
2019,704,156,52988000.35699999,40135271.50299996
2019,704,251,6180518.320000001,569293.0689999985
2019,704,276,10324755.473000003,981994.7059999988
2019,704,380,3528251.2510000016,496634.2489999991
2019,704,392,22348378.49899997,8576746.78700001
2019,704,410,21157077.827000037,7279351.8260000115
2019,704,528,6870993.367999993,431849.97799999884
2019,704,616,2994834.9189999974,283031.43799999956
2019,704,724,3316674.0879999967,411366.3180000006
2019,704,752,1192159.206999998,90689.24999999993
2019,704,826,6070100.896000001,685286.3470000002
2019,704,842,67447935.94399995,6477065.335
2019,724,96,14188.258999999996,2983.389000000003
2019,724,104,30587.88600000002,6350.517000000012
2019,724,116,30175.146000000026,8729.410000000013
2019,724,360,610073.513000001,214846.09399999937
2019,724,418,4854.575999999998,6398.915999999999
2019,724,458,778207.9130000008,414813.27199999965
2019,724,608,794143.7529999998,252732.06999999945
2019,724,702,1414981.344999999,173331.51399999962
2019,724,704,591644.8730000007,287953.3859999991
2019,724,764,797166.1819999975,374935.5189999985
2019,752,96,4337.416999999999,284.29699999999997
2019,752,104,34234.77099999999,6419.423000000006
2019,752,116,11500.272999999992,6943.246000000006
2019,752,360,582682.2220000004,201737.77099999943
2019,752,418,2022.563,452.6859999999997
2019,752,458,518321.1680000008,110071.95899999993
2019,752,608,223972.17300000013,116104.43700000012
2019,752,702,1078101.5290000022,279754.2300000001
2019,752,704,340909.54000000085,110727.5229999997
2019,752,764,638605.462,135655.13700000002
2019,764,56,1291495.5539999984,209072.47999999937
2019,764,156,43704579.56699985,24680197.78299984
2019,764,251,3378482.7340000076,391413.54999999865
2019,764,276,6596399.950000004,591822.2880000002
2019,764,380,1743945.6580000035,301216.6049999984
2019,764,392,25351612.52600002,8045929.073000035
2019,764,410,5343226.813999993,3991469.716000004
2019,764,528,4304417.709000003,591050.0760000008
2019,764,616,856064.9139999998,135591.81299999982
2019,764,724,1405887.851,296615.2049999994
2019,764,752,509944.2760000008,89197.92099999989
2019,764,826,3889872.280000006,683878.2200000004
2019,764,842,36430362.089999944,5300502.56599999
2019,826,96,135777.26199999996,45989.6249999999
2019,826,104,60522.971,31585.896999999986
2019,826,116,78578.36900000004,25981.569000000036
2019,826,360,1106434.444999997,892689.1340000016
2019,826,418,25784.242000000002,4362.040000000005
2019,826,458,1731360.5690000032,360334.1659999988
2019,826,608,989585.4949999996,192601.79099999988
2019,826,702,8573577.36700002,435649.3549999999
2019,826,704,884300.0389999987,461499.65500000026
2019,826,764,2040122.0849999986,340871.23899999895
2019,842,96,322891.6250000003,131490.72599999944
2019,842,104,455462.97399999923,735359.5410000009
2019,842,116,493743.11199999973,212778.81299999988
2019,842,360,9173621.532000035,11927158.605000047
2019,842,418,66959.47700000001,226155.93699999969
2019,842,458,16164964.382,5418743.914000011
2019,842,608,8344632.6480000075,7313029.221000006
2019,842,702,33783448.77999996,5957768.518999994
