STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEASURE_PRINCIPLE,Measurement principle,ACCOUNTING_ENTRY,Accounting entry,TYPE_ENTITY,Entity type,FDI_COMP,FDI component,SECTOR,Institutional sector,COUNTERPART_AREA,Counterpart area,LEVEL_COUNTERPART,Counterpart level,ACTIVITY,Economic activity,FREQ,Frequency of observation,FDI_COLLECTION_ID,FDI data collection identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CONF_STATUS,Confidentiality status,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,GBR,United Kingdom,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2023,,,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2024,,,,A,Normal value,6,Millions,C,Confidential statistical information,USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MMR,Myanmar,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2024,,,,A,Normal value,6,Millions,C,Confidential statistical information,USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,KHM,Cambodia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2024,,,,A,Normal value,6,Millions,C,Confidential statistical information,USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MMR,Myanmar,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2023,,,,A,Normal value,6,Millions,C,Confidential statistical information,USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2023,,,,A,Normal value,6,Millions,C,Confidential statistical information,USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,BRN,Brunei Darussalam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2023,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,SWE,Sweden,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,BRN,Brunei Darussalam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2024,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2017,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2020,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,LAO,Lao People’s Democratic Republic,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,0,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,PHL,Philippines,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,537.85666361346,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,IDN,Indonesia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,854.67024272956,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,KHM,Cambodia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,0.09503091023586,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MYS,Malaysia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,2299.8958094802,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,THA,Thailand,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,461.20449965651,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,SGP,Singapore,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,945.44651934967,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,VNM,Viet Nam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,777.69634760705,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MMR,Myanmar,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,147.34484772155,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,BRN,Brunei Darussalam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2018,,17.545225555301,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,BRN,Brunei Darussalam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,40.663721825801,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MMR,Myanmar,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,159.18224034432,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,VNM,Viet Nam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1132.2041001246,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,SGP,Singapore,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1262.7658851512,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,THA,Thailand,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,369.46426548873,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MYS,Malaysia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,2680.0804168082,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,KHM,Cambodia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,0.20047570506286,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,IDN,Indonesia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,954.69022539359,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,PHL,Philippines,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,838.66576056178,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MMR,Myanmar,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2016,,124.09191525245,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,BRN,Brunei Darussalam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2016,,15.832191419838,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,BRN,Brunei Darussalam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,35.479667490452,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MMR,Myanmar,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,154.81915299933,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,VNM,Viet Nam,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,805.48531790609,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,SGP,Singapore,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,1128.0307796001,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,THA,Thailand,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,429.27992585936,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MYS,Malaysia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,2428.4082228713,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,KHM,Cambodia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,0.09211413390249,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,IDN,Indonesia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,910.65488654235,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,PHL,Philippines,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2019,,762.62187148955,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,PHL,Philippines,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2020,,906.25720947356,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,IDN,Indonesia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2020,,1017.2131549883,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,KHM,Cambodia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2020,,0.1018529880967,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_POS_CTRY(1.0),"FDI positions by counterpart area, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,ROU,Resident operating units (non-SPEs),D,Total direct investment,S1,Total economy,MYS,Malaysia,IMC,Immediate counterpart,_T,Total - all activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2020,,2845.2632224813,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
