country_iso3,country_name,country_group,year,metric,unit,value
CHN,China,PARTNER,2010,gdp_per_capita_usd,USD,4629.24551710077
CHN,China,PARTNER,2010,population,persons,1337705000.0
CHN,China,PARTNER,2010,trade_pct_gdp,% of GDP,49.8540722338977
CHN,China,PARTNER,2011,fdi_net_inflow_usd,USD,280072219149.934
CHN,China,PARTNER,2011,gdp_constant_2015_usd,USD constant 2015,8441318020902.42
CHN,China,PARTNER,2011,gdp_current_usd,USD,7671757207851.29
CHN,China,PARTNER,2011,gdp_per_capita_usd,USD,5703.76027973346
CHN,China,PARTNER,2011,population,persons,1345035000.0
CHN,China,PARTNER,2011,trade_pct_gdp,% of GDP,49.9458272253643
CHN,China,PARTNER,2012,fdi_net_inflow_usd,USD,241213868161.42
CHN,China,PARTNER,2012,gdp_constant_2015_usd,USD constant 2015,9104482675356.36
CHN,China,PARTNER,2012,gdp_current_usd,USD,8673664713189.24
CHN,China,PARTNER,2012,gdp_per_capita_usd,USD,6405.0574241349
CHN,China,PARTNER,2012,population,persons,1354190000.0
CHN,China,PARTNER,2012,trade_pct_gdp,% of GDP,47.4802130784317
CHN,China,PARTNER,2013,fdi_net_inflow_usd,USD,290928431467.003
CHN,China,PARTNER,2013,gdp_constant_2015_usd,USD constant 2015,9812695262900.89
CHN,China,PARTNER,2013,gdp_current_usd,USD,9743124247267.24
CHN,China,PARTNER,2013,gdp_per_capita_usd,USD,7147.03518622344
CHN,China,PARTNER,2013,population,persons,1363240000.0
CHN,China,PARTNER,2013,trade_pct_gdp,% of GDP,45.9160413795571
CHN,China,PARTNER,2014,fdi_net_inflow_usd,USD,268097181064.335
CHN,China,PARTNER,2014,gdp_constant_2015_usd,USD constant 2015,10544908798424.0
CHN,China,PARTNER,2014,gdp_current_usd,USD,10674533168257.4
CHN,China,PARTNER,2014,gdp_per_capita_usd,USD,7781.06597484974
CHN,China,PARTNER,2014,population,persons,1371860000.0
CHN,China,PARTNER,2014,trade_pct_gdp,% of GDP,44.0684564812532
CHN,China,PARTNER,2015,fdi_net_inflow_usd,USD,242489331627.398
CHN,China,PARTNER,2015,gdp_constant_2015_usd,USD constant 2015,11280814787468.9
CHN,China,PARTNER,2015,gdp_current_usd,USD,11280814787468.9
CHN,China,PARTNER,2015,gdp_per_capita_usd,USD,8175.33285077393
CHN,China,PARTNER,2015,population,persons,1379860000.0
CHN,China,PARTNER,2015,trade_pct_gdp,% of GDP,38.6971848362625
CHN,China,PARTNER,2016,fdi_net_inflow_usd,USD,174749584584.05
CHN,China,PARTNER,2016,gdp_constant_2015_usd,USD constant 2015,12045152668727.3
