asean_country,year,partner_iso3,partner_group,asean_role,mineral_class,mineral_label,end_use,hs6,value_usd_millions,qty_tons
BRN,2010,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,0.06078,42.0
BRN,2010,ESP,EU,importer,Lithium,Other Li-bearing,Other,253090,0.004345,17.7
BRN,2010,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.001325,1.5
BRN,2010,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.002653,8.006
BRN,2010,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.00014000000000000001,0.002
BRN,2010,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.00013800000000000002,0.035
BRN,2010,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.0005,0.015
BRN,2011,GBR,GBR,importer,Copper,Copper ore,Upstream ore,260300,1.6e-05,0.007
BRN,2011,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,0.00010899999999999999,0.002
BRN,2011,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.00146,1.65
BRN,2011,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.0017529999999999998,6.4
BRN,2011,GBR,GBR,importer,Lithium,Lithium carbonate,Battery precursor,283691,6.3e-05,0.012
BRN,2011,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.013816,5.307
BRN,2011,CHN,CHN,importer,Other,Other sulfates,Other,283329,6.500000000000001e-05,0.01
BRN,2011,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.0030800000000000003,0.096
BRN,2011,USA,USA,importer,Other,Other sulfates,Other,283329,0.000297,0.007
BRN,2012,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.002883,0.0
BRN,2012,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.0016200000000000001,6.4
BRN,2012,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.0013540000000000002,0.0
BRN,2012,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.001736,0.0
BRN,2013,GBR,GBR,importer,Cobalt,Cobalt ore,Upstream ore,260500,8.2e-05,0.001
BRN,2013,DEU,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.000128,0.003
BRN,2013,GBR,GBR,importer,Lithium,Other Li-bearing,Other,253090,0.000111,0.0
BRN,2013,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.025879000000000003,38.921
BRN,2013,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.00040500000000000003,0.011
BRN,2013,FRA,EU,importer,Other,Other sulfates,Other,283329,0.0016790000000000002,0.012
BRN,2013,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.000708,0.009
BRN,2013,USA,USA,importer,Other,Other sulfates,Other,283329,0.002836,0.0
BRN,2014,GBR,GBR,importer,Copper,Copper ore,Upstream ore,260300,4.7e-05,0.001
BRN,2014,NLD,EU,exporter,Lithium,Other Li-bearing,Other,253090,3.9e-05,0.001
BRN,2014,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.00172,6.4
BRN,2014,GBR,GBR,exporter,Lithium,Other Li-bearing,Other,253090,0.001424,0.016
BRN,2014,CHN,CHN,importer,Other,Other sulfates,Other,283329,1.7e-05,0.001
BRN,2014,GBR,GBR,importer,Other,Other sulfates,Other,283329,2e-05,0.001
BRN,2014,USA,USA,importer,Other,Other sulfates,Other,283329,0.0033940000000000003,0.105
BRN,2015,GBR,GBR,importer,Copper,Copper ore,Upstream ore,260300,0.00028100000000000005,0.005
BRN,2015,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.00434,0.2
BRN,2015,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.00174,6.404
BRN,2015,GBR,GBR,importer,Lithium,Lithium carbonate,Battery precursor,283691,2e-05,0.0
BRN,2015,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.000868,0.004
BRN,2015,USA,USA,importer,Other,Other sulfates,Other,283329,0.045567,11.464
BRN,2016,GBR,GBR,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.000523,0.007
BRN,2016,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.000256,1.029
BRN,2016,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.00106,4.0
BRN,2016,USA,USA,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.000157,0.0
BRN,2016,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.001964,0.487
BRN,2016,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.000309,0.339
BRN,2016,DEU,EU,importer,Other,Other sulfates,Other,283329,9.1e-05,0.002
BRN,2016,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.000516,0.01
BRN,2016,KOR,KOR,importer,Other,Other sulfates,Other,283329,2.1000000000000002e-05,0.001
BRN,2016,USA,USA,importer,Other,Other sulfates,Other,283329,0.0038439999999999998,0.201
BRN,2017,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,3.2e-05,2.8
BRN,2017,GBR,GBR,exporter,Lithium,Other Li-bearing,Other,253090,0.00010899999999999999,0.002
BRN,2017,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.001615,0.637
BRN,2017,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.078984,355.998
BRN,2017,JPN,JPN,importer,Other,Other sulfates,Other,283329,0.000166,0.035
BRN,2017,AUS,OTHER,importer,Other,Other sulfates,Other,283329,0.015269,0.087
BRN,2018,KOR,KOR,importer,Graphite,Natural graphite,Battery anode,250410,0.00101,0.122
BRN,2018,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,1e-05,0.002
BRN,2018,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.0009469999999999999,0.273
BRN,2018,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.013094,1.415
BRN,2018,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.064003,326.0
BRN,2018,DEU,EU,importer,Other,Other sulfates,Other,283329,5e-06,0.022
BRN,2018,GBR,GBR,importer,Other,Other sulfates,Other,283329,1.4e-05,0.058
BRN,2018,KOR,KOR,importer,Other,Other sulfates,Other,283329,4.2000000000000004e-05,0.001
BRN,2018,USA,USA,importer,Other,Other sulfates,Other,283329,0.000161,0.226
BRN,2019,CHN,CHN,importer,Copper,Copper ore,Upstream ore,260300,0.015915,100.0
BRN,2019,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.0046879999999999995,5.813
BRN,2019,KOR,KOR,importer,Lithium,Lithium carbonate,Battery precursor,283691,8e-06,0.0
BRN,2019,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.000279,0.435
BRN,2019,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.053031999999999996,258.51
BRN,2019,GBR,GBR,importer,Other,Other sulfates,Other,283329,9.6e-05,0.122
BRN,2020,GBR,GBR,importer,Cobalt,Cobalt ore,Upstream ore,260500,2.8e-05,0.002
BRN,2020,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.006233,12.235
BRN,2020,FRA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.011984,21.9
BRN,2020,KOR,KOR,importer,Lithium,Lithium carbonate,Battery precursor,283691,3.2e-05,0.001
BRN,2020,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.0025499999999999997,0.0
BRN,2020,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.106195,298.617
BRN,2020,GBR,GBR,importer,Other,Other sulfates,Other,283329,4.1e-05,0.001
BRN,2021,GBR,GBR,importer,Cobalt,Cobalt ore,Upstream ore,260500,2.1000000000000002e-05,0.001
BRN,2021,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,2.5e-05,0.002
BRN,2021,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.00197,0.007
BRN,2021,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,4.2000000000000004e-05,0.084
BRN,2021,JPN,JPN,importer,Lithium,Other Li-bearing,Other,253090,0.001245,0.082
BRN,2021,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.007365999999999999,24.417
BRN,2021,USA,USA,exporter,Lithium,Other Li-bearing,Other,253090,0.005900000000000001,0.097
BRN,2021,CHN,CHN,importer,Other,Other sulfates,Other,283329,0.039608,192.655
BRN,2022,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.008734,13.644
BRN,2022,GBR,GBR,importer,Lithium,Other Li-bearing,Other,253090,0.00035499999999999996,0.011
BRN,2022,JPN,JPN,exporter,Lithium,Other Li-bearing,Other,253090,2.2e-05,0.003
BRN,2022,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.0076029999999999995,24.417
BRN,2022,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.007753,0.475
BRN,2022,DEU,EU,importer,Other,Other sulfates,Other,283329,0.0012330000000000002,0.005
BRN,2022,GBR,GBR,importer,Other,Other sulfates,Other,283329,5.2e-05,0.01
BRN,2023,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.000371,0.127
BRN,2023,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.0011970000000000001,4.0
BRN,2023,JPN,JPN,importer,Lithium,Other Li-bearing,Other,253090,0.000996,0.112
BRN,2024,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,0.0056,18.974
BRN,2024,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.002176,1.929
BRN,2024,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.003435,20.0
BRN,2024,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.007585,0.085
IDN,2010,CHN,CHN,exporter,Copper,Copper ore,Upstream ore,260300,261.142576,142260.264
IDN,2010,CHN,CHN,importer,Copper,Copper ore,Upstream ore,260300,0.0144,96.0
IDN,2010,DEU,EU,exporter,Copper,Copper ore,Upstream ore,260300,203.129921,88045.612
IDN,2010,ESP,EU,exporter,Copper,Copper ore,Upstream ore,260300,668.1702319999999,306796.843
IDN,2010,JPN,JPN,exporter,Copper,Copper ore,Upstream ore,260300,2797.9710929999997,1167025.192
IDN,2010,JPN,JPN,importer,Copper,Copper ore,Upstream ore,260300,0.6819080000000001,63.264
IDN,2010,KOR,KOR,exporter,Copper,Copper ore,Upstream ore,260300,1205.1186599999999,442673.548
IDN,2010,USA,USA,importer,Copper,Copper ore,Upstream ore,260300,0.004549,0.13
IDN,2010,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,1.348222,5525.815
IDN,2010,DEU,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.035898000000000006,20.325
IDN,2010,GBR,GBR,importer,Graphite,Natural graphite,Battery anode,250410,0.09377500000000001,7.0
IDN,2010,JPN,JPN,importer,Graphite,Natural graphite,Battery anode,250410,0.6779959999999999,75.541
IDN,2010,KOR,KOR,importer,Graphite,Natural graphite,Battery anode,250410,0.0017310000000000001,0.197
IDN,2010,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,0.20591900000000002,1381.371
IDN,2010,CHN,CHN,exporter,Lithium,Other Li-bearing,Other,253090,0.446924,539.699
IDN,2010,CHN,CHN,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.350537,153.748
IDN,2010,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,2.125159,9207.932
IDN,2010,BEL,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.000391,0.53
IDN,2010,BEL,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.032937,6.0
IDN,2010,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.053613,39.133
IDN,2010,DEU,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.023066,50.178
IDN,2010,DEU,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.0011539999999999999,0.086
IDN,2010,DEU,EU,importer,Lithium,Other Li-bearing,Other,253090,0.414479,421.986
IDN,2010,ESP,EU,importer,Lithium,Other Li-bearing,Other,253090,0.066518,174.853
IDN,2010,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.001325,0.9
IDN,2010,FRA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.109444,78.639
IDN,2010,ITA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.011999000000000001,38.863
IDN,2010,NLD,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.093021,265.172
IDN,2010,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.017172,46.973
IDN,2010,POL,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.001121,0.09
IDN,2010,SWE,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.004447,6.412
IDN,2010,SWE,EU,importer,Lithium,Other Li-bearing,Other,253090,0.007401,4.399
IDN,2010,GBR,GBR,exporter,Lithium,Other Li-bearing,Other,253090,0.09594,65.038
IDN,2010,JPN,JPN,exporter,Lithium,Other Li-bearing,Other,253090,0.857177,5466.992
IDN,2010,JPN,JPN,importer,Lithium,Other Li-bearing,Other,253090,0.852796,4248.596
IDN,2010,KOR,KOR,exporter,Lithium,Other Li-bearing,Other,253090,0.014183999999999999,35.59
IDN,2010,KOR,KOR,importer,Lithium,Other Li-bearing,Other,253090,0.561716,2469.317
IDN,2010,AUS,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,0.044789999999999996,169.594
IDN,2010,AUS,OTHER,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.008827999999999999,3.045
IDN,2010,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.223629,752.802
IDN,2010,CAN,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,0.006769,3.048
IDN,2010,USA,USA,exporter,Lithium,Other Li-bearing,Other,253090,0.007267,13.805
IDN,2010,USA,USA,importer,Lithium,Lithium carbonate,Battery precursor,283691,8.599999999999999e-05,0.001
IDN,2010,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.0034590000000000003,9.409
IDN,2010,CHN,CHN,exporter,Nickel,Ferronickel,Stainless steel,720260,4.504624,1044.879
IDN,2010,CHN,CHN,exporter,Nickel,Nickel matte,Battery-grade chain,750110,0.06753400000000001,47.002
IDN,2010,CHN,CHN,exporter,Nickel,Nickel ore,Upstream ore,260400,649.05299,13168914.347
IDN,2010,CHN,CHN,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,166.19523999999998,9631.34
IDN,2010,CHN,CHN,importer,Nickel,Ferronickel,Stainless steel,720260,0.000749,0.062
IDN,2010,CHN,CHN,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.750223,128.696
IDN,2010,BEL,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,24.11836,4520.0
IDN,2010,DEU,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,136.352375,24471.8
IDN,2010,DEU,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,0.660077,489.576
IDN,2010,DEU,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.11084000000000001,7.1
IDN,2010,FRA,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,0.7634740000000001,124.1
IDN,2010,FRA,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,0.009278,27.5
IDN,2010,FRA,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.212564,18.709
IDN,2010,ITA,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.052003,3.205
IDN,2010,NLD,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,22.789115000000002,15076.456
IDN,2010,NLD,EU,importer,Nickel,Ferronickel,Stainless steel,720260,0.128826,9.934
IDN,2010,GBR,GBR,exporter,Nickel,Ferronickel,Stainless steel,720260,30.992886,4882.899
IDN,2010,GBR,GBR,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.169934,8.0
IDN,2010,JPN,JPN,exporter,Nickel,Ferronickel,Stainless steel,720260,3.5135709999999998,754.646
IDN,2010,JPN,JPN,exporter,Nickel,Nickel matte,Battery-grade chain,750110,1235.316017,95103.454
IDN,2010,JPN,JPN,exporter,Nickel,Nickel ore,Upstream ore,260400,176.83529099999998,2281563.288
IDN,2010,JPN,JPN,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.05159300000000001,1.0
IDN,2010,JPN,JPN,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.00025,0.001
IDN,2010,JPN,JPN,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.122491,7.34
IDN,2010,JPN,JPN,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.165595,2.698
IDN,2010,KOR,KOR,exporter,Nickel,Ferronickel,Stainless steel,720260,119.703793,22829.185
IDN,2010,KOR,KOR,exporter,Nickel,Nickel ore,Upstream ore,260400,0.011635,46.492
IDN,2010,KOR,KOR,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,254.328405,16272.0
IDN,2010,KOR,KOR,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.0018520000000000001,0.617
IDN,2010,KOR,KOR,importer,Nickel,Ferronickel,Stainless steel,720260,0.06,40.0
IDN,2010,KOR,KOR,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.495849,34.644
IDN,2010,AUS,OTHER,exporter,Nickel,Nickel ore,Upstream ore,260400,17.136495999999998,844789.0
IDN,2010,AUS,OTHER,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.06594,3.0
IDN,2010,CAN,OTHER,exporter,Nickel,Nickel matte,Battery-grade chain,750110,33.888036,1867.291
IDN,2010,CAN,OTHER,importer,Nickel,Refined nickel,Battery-grade chain,750210,2.0068040000000003,116.869
IDN,2010,USA,USA,exporter,Nickel,Ferronickel,Stainless steel,720260,11.041772000000002,2195.161
IDN,2010,USA,USA,exporter,Nickel,Nickel matte,Battery-grade chain,750110,0.020364999999999998,5.64
IDN,2010,USA,USA,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.010609,0.637
IDN,2010,CHN,CHN,exporter,Other,Other sulfates,Other,283329,0.00164,8.2
IDN,2010,CHN,CHN,importer,Other,Other sulfates,Other,283329,1.706803,3969.023
IDN,2010,DEU,EU,importer,Other,Other sulfates,Other,283329,0.8413379999999999,97.163
IDN,2010,ESP,EU,importer,Other,Other sulfates,Other,283329,0.001431,0.178
IDN,2010,ITA,EU,importer,Other,Other sulfates,Other,283329,0.024135,9.617
IDN,2010,NLD,EU,importer,Other,Other sulfates,Other,283329,0.149792,20.0
IDN,2010,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.076094,15.246
IDN,2010,JPN,JPN,importer,Other,Other sulfates,Other,283329,0.173005,35.482
IDN,2010,KOR,KOR,importer,Other,Other sulfates,Other,283329,0.07332,85.913
IDN,2010,AUS,OTHER,importer,Other,Other sulfates,Other,283329,0.000448,0.032
IDN,2010,USA,USA,importer,Other,Other sulfates,Other,283329,1.8048710000000001,930.915
IDN,2011,FRA,EU,importer,Cobalt,Cobalt ore,Upstream ore,260500,3e-06,0.001
IDN,2011,CHN,CHN,exporter,Copper,Copper ore,Upstream ore,260300,516.833043,170066.291
IDN,2011,CHN,CHN,importer,Copper,Copper ore,Upstream ore,260300,0.022995,44.142
IDN,2011,DEU,EU,exporter,Copper,Copper ore,Upstream ore,260300,195.277298,64875.64
IDN,2011,ESP,EU,exporter,Copper,Copper ore,Upstream ore,260300,650.439362,188824.298
IDN,2011,ITA,EU,exporter,Copper,Copper ore,Upstream ore,260300,0.001893,1.0
IDN,2011,NLD,EU,exporter,Copper,Copper ore,Upstream ore,260300,0.0010129999999999998,0.058
IDN,2011,JPN,JPN,exporter,Copper,Copper ore,Upstream ore,260300,1071.334291,359108.381
IDN,2011,JPN,JPN,importer,Copper,Copper ore,Upstream ore,260300,0.637362,52.96
IDN,2011,KOR,KOR,exporter,Copper,Copper ore,Upstream ore,260300,867.1962120000001,282910.087
IDN,2011,AUS,OTHER,exporter,Copper,Copper ore,Upstream ore,260300,0.00046,0.788
IDN,2011,AUS,OTHER,importer,Copper,Copper ore,Upstream ore,260300,13.320781,10738.0
IDN,2011,CAN,OTHER,importer,Copper,Copper ore,Upstream ore,260300,0.002276,0.322
IDN,2011,USA,USA,exporter,Copper,Copper ore,Upstream ore,260300,79.818541,27728.761
IDN,2011,USA,USA,importer,Copper,Copper ore,Upstream ore,260300,0.008118,0.291
IDN,2011,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,3.179447,11259.616
IDN,2011,DEU,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.0008060000000000001,0.159
IDN,2011,FRA,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.000457,0.022
IDN,2011,NLD,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.000303,0.037
IDN,2011,GBR,GBR,importer,Graphite,Natural graphite,Battery anode,250410,0.2099,15.0
IDN,2011,JPN,JPN,importer,Graphite,Natural graphite,Battery anode,250410,0.922588,85.595
IDN,2011,KOR,KOR,importer,Graphite,Natural graphite,Battery anode,250410,0.000246,0.156
IDN,2011,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,0.065594,26.748
IDN,2011,CHN,CHN,exporter,Lithium,Other Li-bearing,Other,253090,0.352996,268.335
IDN,2011,CHN,CHN,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.28039299999999995,158.267
IDN,2011,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,3.1130120000000003,13055.071
IDN,2011,BEL,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.067412,182.0
IDN,2011,BEL,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.037844,6.691
IDN,2011,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.26735000000000003,124.0
IDN,2011,DEU,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.14480099999999999,64.156
IDN,2011,DEU,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.0025670000000000003,0.273
IDN,2011,DEU,EU,importer,Lithium,Other Li-bearing,Other,253090,0.874319,544.016
IDN,2011,ESP,EU,importer,Lithium,Other Li-bearing,Other,253090,0.22500499999999998,133.209
IDN,2011,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.000298,1.566
IDN,2011,FRA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.16039699999999998,121.281
IDN,2011,ITA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.089968,147.581
IDN,2011,NLD,EU,exporter,Lithium,Other Li-bearing,Other,253090,6.8e-05,0.003
IDN,2011,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.040479,102.521
IDN,2011,GBR,GBR,exporter,Lithium,Other Li-bearing,Other,253090,0.09799899999999999,85.283
IDN,2011,GBR,GBR,importer,Lithium,Other Li-bearing,Other,253090,0.365575,858.913
IDN,2011,JPN,JPN,exporter,Lithium,Other Li-bearing,Other,253090,0.7617659999999999,3629.707
IDN,2011,JPN,JPN,importer,Lithium,Other Li-bearing,Other,253090,0.800591,4107.869
IDN,2011,KOR,KOR,exporter,Lithium,Other Li-bearing,Other,253090,0.008686999999999999,80.594
IDN,2011,KOR,KOR,importer,Lithium,Other Li-bearing,Other,253090,0.451075,2306.039
IDN,2011,AUS,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,0.057618,129.045
IDN,2011,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.190453,579.989
IDN,2011,CAN,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,0.012587,6.313
IDN,2011,USA,USA,exporter,Lithium,Other Li-bearing,Other,253090,0.010021,16.357
IDN,2011,USA,USA,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.027170000000000003,1.54
IDN,2011,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.012244999999999999,6.312
IDN,2011,CHN,CHN,exporter,Nickel,Nickel ore,Upstream ore,260400,1162.069111,30364538.623
IDN,2011,CHN,CHN,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,190.770398,12173.891
IDN,2011,CHN,CHN,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.27889800000000003,88.092
IDN,2011,BEL,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,32.193853,5175.35
IDN,2011,DEU,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,175.626875,32886.42
IDN,2011,DEU,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,0.666468,348.362
IDN,2011,DEU,EU,importer,Nickel,Ferronickel,Stainless steel,720260,0.024823,0.223
IDN,2011,FRA,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,13.359277,2238.322
IDN,2011,FRA,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,0.005109,34.145
IDN,2011,FRA,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.305014,10.932
IDN,2011,ITA,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,0.32235,49.331
IDN,2011,NLD,EU,exporter,Nickel,Ferronickel,Stainless steel,720260,33.179479,23743.228
IDN,2011,NLD,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,2.8036999999999996,52900.0
IDN,2011,NLD,EU,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,14.91673,613.795
IDN,2011,NLD,EU,importer,Nickel,Ferronickel,Stainless steel,720260,0.30103800000000003,19.48
IDN,2011,GBR,GBR,exporter,Nickel,Ferronickel,Stainless steel,720260,66.55986800000001,9022.803
IDN,2011,GBR,GBR,exporter,Nickel,Nickel ore,Upstream ore,260400,8.302567999999999,87881.0
IDN,2011,JPN,JPN,exporter,Nickel,Ferronickel,Stainless steel,720260,8.058428,1135.004
IDN,2011,JPN,JPN,exporter,Nickel,Nickel matte,Battery-grade chain,750110,1307.248757,87406.048
IDN,2011,JPN,JPN,exporter,Nickel,Nickel ore,Upstream ore,260400,166.81598300000002,1940909.379
IDN,2011,JPN,JPN,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.17173500000000003,2.399
IDN,2011,KOR,KOR,exporter,Nickel,Ferronickel,Stainless steel,720260,200.430435,33638.314
IDN,2011,KOR,KOR,exporter,Nickel,Nickel ore,Upstream ore,260400,0.049933,2534.463
IDN,2011,KOR,KOR,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,157.642106,8946.0
IDN,2011,KOR,KOR,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.001603,0.446
IDN,2011,KOR,KOR,importer,Nickel,Ferronickel,Stainless steel,720260,0.79768,26.515
IDN,2011,KOR,KOR,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.002235,0.057
IDN,2011,KOR,KOR,importer,Nickel,Refined nickel,Battery-grade chain,750210,1.0667339999999998,45.406
IDN,2011,AUS,OTHER,exporter,Nickel,Nickel ore,Upstream ore,260400,21.00144,956954.0
IDN,2011,CAN,OTHER,importer,Nickel,Nickel ore,Upstream ore,260400,0.00010899999999999999,0.001
IDN,2011,CAN,OTHER,importer,Nickel,Refined nickel,Battery-grade chain,750210,5.186863000000001,204.335
IDN,2011,USA,USA,exporter,Nickel,Ferronickel,Stainless steel,720260,2.681899,500.74
IDN,2011,USA,USA,exporter,Nickel,Nickel ore,Upstream ore,260400,1.2864,107200.0
IDN,2011,USA,USA,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.0676,0.769
IDN,2011,CHN,CHN,exporter,Other,Other sulfates,Other,283329,0.001528,6.846
IDN,2011,CHN,CHN,exporter,Other,Uranium ore,Upstream ore,261210,0.0121,110.0
IDN,2011,CHN,CHN,importer,Other,Other sulfates,Other,283329,4.780583,10228.501
IDN,2011,DEU,EU,importer,Other,Other sulfates,Other,283329,0.6906939999999999,95.389
IDN,2011,ESP,EU,importer,Other,Other sulfates,Other,283329,0.00047099999999999996,0.645
IDN,2011,FRA,EU,importer,Other,Other sulfates,Other,283329,0.004108,0.171
