asean_country,year,partner_iso3,partner_group,asean_role,mineral_class,mineral_label,end_use,hs6,value_usd_millions,qty_tons
MYS,2022,CHN,CHN,exporter,Copper,Copper ore,Upstream ore,260300,360.38685300000003,200761.463
MYS,2022,CHN,CHN,importer,Copper,Copper ore,Upstream ore,260300,6.563993,3627.83
MYS,2022,DEU,EU,importer,Copper,Copper ore,Upstream ore,260300,0.06712699999999999,39.799
MYS,2022,FRA,EU,importer,Copper,Copper ore,Upstream ore,260300,0.012571,24.7
MYS,2022,NLD,EU,exporter,Copper,Copper ore,Upstream ore,260300,0.006684,0.198
MYS,2022,GBR,GBR,importer,Copper,Copper ore,Upstream ore,260300,0.901026,101.98
MYS,2022,JPN,JPN,exporter,Copper,Copper ore,Upstream ore,260300,0.347783,25.26
MYS,2022,JPN,JPN,importer,Copper,Copper ore,Upstream ore,260300,0.195149,384.08
MYS,2022,KOR,KOR,exporter,Copper,Copper ore,Upstream ore,260300,2.372592,520.639
MYS,2022,AUS,OTHER,exporter,Copper,Copper ore,Upstream ore,260300,0.14743299999999998,23.75
MYS,2022,AUS,OTHER,importer,Copper,Copper ore,Upstream ore,260300,40.824696,17287.7
MYS,2022,CAN,OTHER,importer,Copper,Copper ore,Upstream ore,260300,0.15880699999999998,88.858
MYS,2022,USA,USA,importer,Copper,Copper ore,Upstream ore,260300,1.1102850000000002,1290.083
MYS,2022,CHN,CHN,exporter,Graphite,Natural graphite,Battery anode,250410,0.0001,0.139
MYS,2022,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,0.423785,406.821
MYS,2022,DEU,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.024850999999999998,7.318
MYS,2022,NLD,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.011767,4.982
MYS,2022,JPN,JPN,importer,Graphite,Natural graphite,Battery anode,250410,0.11109999999999999,20.294
MYS,2022,KOR,KOR,importer,Graphite,Natural graphite,Battery anode,250410,5e-05,0.02
MYS,2022,USA,USA,exporter,Graphite,Natural graphite,Battery anode,250410,0.0024980000000000002,0.011
MYS,2022,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,0.091304,19.58
MYS,2022,CHN,CHN,exporter,Lithium,Lithium carbonate,Battery precursor,283691,0.760848,48.0
MYS,2022,CHN,CHN,exporter,Lithium,Other Li-bearing,Other,253090,6.290796,29447.553
MYS,2022,CHN,CHN,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.019529,0.494
MYS,2022,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,64.922991,227592.762
MYS,2022,BEL,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.000136,0.0
MYS,2022,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.03846,37.756
MYS,2022,DEU,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.007937,5.409
MYS,2022,DEU,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.016927,0.322
MYS,2022,DEU,EU,importer,Lithium,Other Li-bearing,Other,253090,0.050575,97.889
MYS,2022,ESP,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.216066,81.349
MYS,2022,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,5.9999999999999995e-05,0.006
MYS,2022,FRA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.034430999999999996,70.148
MYS,2022,ITA,EU,exporter,Lithium,Other Li-bearing,Other,253090,1.681827,540.832
MYS,2022,ITA,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.15164599999999998,2.08
MYS,2022,ITA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.26188,1296.5
MYS,2022,NLD,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.011185,0.113
MYS,2022,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.011029,35.836
MYS,2022,POL,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.000546,0.067
MYS,2022,GBR,GBR,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.028769,6.879
MYS,2022,GBR,GBR,importer,Lithium,Other Li-bearing,Other,253090,0.010567,8.427
MYS,2022,JPN,JPN,exporter,Lithium,Other Li-bearing,Other,253090,0.51559,12040.704
MYS,2022,JPN,JPN,importer,Lithium,Other Li-bearing,Other,253090,0.087644,277.697
MYS,2022,KOR,KOR,exporter,Lithium,Other Li-bearing,Other,253090,0.9863139999999999,311.121
MYS,2022,KOR,KOR,importer,Lithium,Lithium carbonate,Battery precursor,283691,1.5292750000000002,48.254
MYS,2022,KOR,KOR,importer,Lithium,Other Li-bearing,Other,253090,0.139629,4334.228
MYS,2022,AUS,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,0.225776,80.925
MYS,2022,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.008826,22.0
MYS,2022,CAN,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,2.3e-05,0.026
MYS,2022,USA,USA,exporter,Lithium,Other Li-bearing,Other,253090,0.080946,62.094
MYS,2022,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.189933,256.22
MYS,2022,CHN,CHN,exporter,Nickel,Ferronickel,Stainless steel,720260,15.571095999999999,3412.079
MYS,2022,CHN,CHN,exporter,Nickel,Nickel matte,Battery-grade chain,750110,0.388219,18.376
MYS,2022,CHN,CHN,exporter,Nickel,Nickel ore,Upstream ore,260400,0.209303,468.0
MYS,2022,CHN,CHN,exporter,Nickel,Refined nickel,Battery-grade chain,750210,77.984024,3455.45
MYS,2022,CHN,CHN,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.337497,36.764
MYS,2022,CHN,CHN,importer,Nickel,Nickel ore,Upstream ore,260400,0.002368,6.205
MYS,2022,CHN,CHN,importer,Nickel,Refined nickel,Battery-grade chain,750210,8.531573,333.037
MYS,2022,BEL,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.131992,8.942
MYS,2022,BEL,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,9.5e-05,0.006
MYS,2022,DEU,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,3.115786,841.645
MYS,2022,DEU,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,4.7e-05,0.002
MYS,2022,DEU,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,3.2458679999999998,170.4
MYS,2022,ITA,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.760216,23.164
MYS,2022,ITA,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.740562,55.543
MYS,2022,NLD,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,7.236925,1022.285
MYS,2022,NLD,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,3.696943,169.802
MYS,2022,GBR,GBR,exporter,Nickel,Nickel matte,Battery-grade chain,750110,0.023939,2.215
MYS,2022,GBR,GBR,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.005547,4.395
MYS,2022,GBR,GBR,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.0011510000000000001,0.003
MYS,2022,GBR,GBR,importer,Nickel,Refined nickel,Battery-grade chain,750210,9.410663000000001,401.764
MYS,2022,JPN,JPN,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.21809399999999998,10.0
MYS,2022,JPN,JPN,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.56653,21.6
MYS,2022,JPN,JPN,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.002089,0.145
MYS,2022,JPN,JPN,importer,Nickel,Refined nickel,Battery-grade chain,750210,3.030654,182.971
MYS,2022,KOR,KOR,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.896505,63.257
MYS,2022,KOR,KOR,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.039747,9.973
MYS,2022,AUS,OTHER,importer,Nickel,Refined nickel,Battery-grade chain,750210,13.481451,522.159
MYS,2022,CAN,OTHER,importer,Nickel,Refined nickel,Battery-grade chain,750210,10.113261,388.239
MYS,2022,USA,USA,exporter,Nickel,Refined nickel,Battery-grade chain,750210,2.645833,108.236
MYS,2022,USA,USA,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.0032,0.052
MYS,2022,USA,USA,importer,Nickel,Nickel ore,Upstream ore,260400,0.01724,0.8
MYS,2022,USA,USA,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.468248,30.114
MYS,2022,USA,USA,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.049893,7.311
MYS,2022,CHN,CHN,exporter,Other,Other sulfates,Other,283329,0.260255,429.975
MYS,2022,CHN,CHN,importer,Other,Other sulfates,Other,283329,6.808847,7909.138
MYS,2022,BEL,EU,exporter,Other,Other sulfates,Other,283329,0.116071,150.838
MYS,2022,BEL,EU,importer,Other,Other sulfates,Other,283329,0.004719999999999999,56.301
MYS,2022,DEU,EU,exporter,Other,Other sulfates,Other,283329,0.07353799999999999,104.048
MYS,2022,DEU,EU,importer,Other,Molybdenum ore,Upstream ore,261390,0.135648,20.23
MYS,2022,DEU,EU,importer,Other,Other sulfates,Other,283329,0.325847,190.558
MYS,2022,FRA,EU,importer,Other,Molybdenum ore,Upstream ore,261390,0.134355,20.0
MYS,2022,FRA,EU,importer,Other,Other sulfates,Other,283329,0.003176,0.159
MYS,2022,ITA,EU,importer,Other,Other sulfates,Other,283329,0.152801,21.794
MYS,2022,NLD,EU,exporter,Other,Molybdenum ore,Upstream ore,261390,8.8e-05,0.005
MYS,2022,NLD,EU,exporter,Other,Other sulfates,Other,283329,8.400000000000001e-05,0.062
MYS,2022,NLD,EU,importer,Other,Molybdenum ore,Upstream ore,261390,0.008971,18.64
MYS,2022,NLD,EU,importer,Other,Other sulfates,Other,283329,0.058177,22.172
MYS,2022,POL,EU,importer,Other,Other sulfates,Other,283329,0.00040500000000000003,0.02
MYS,2022,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.086093,13.916
MYS,2022,JPN,JPN,exporter,Other,Other sulfates,Other,283329,0.6220439999999999,1970.63
MYS,2022,JPN,JPN,importer,Other,Other sulfates,Other,283329,2.794772,5803.711
MYS,2022,KOR,KOR,exporter,Other,Molybdenum ore,Upstream ore,261390,0.0024660000000000003,1.242
MYS,2022,KOR,KOR,exporter,Other,Other sulfates,Other,283329,0.305614,990.02
MYS,2022,KOR,KOR,importer,Other,Other sulfates,Other,283329,0.46293900000000004,82.716
MYS,2022,AUS,OTHER,exporter,Other,Other sulfates,Other,283329,0.347844,673.369
MYS,2022,CAN,OTHER,exporter,Other,Other sulfates,Other,283329,0.042989,10.494
MYS,2022,USA,USA,exporter,Other,Other sulfates,Other,283329,2.3210659999999996,867.186
MYS,2022,USA,USA,importer,Other,Other sulfates,Other,283329,0.364251,84.434
MYS,2023,CHN,CHN,exporter,Cobalt,Cobalt ore,Upstream ore,260500,0.258535,486.424
MYS,2023,CHN,CHN,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.000134,0.0
MYS,2023,BEL,EU,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.013202,6.221
MYS,2023,JPN,JPN,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.013439,9.175
MYS,2023,KOR,KOR,exporter,Cobalt,Cobalt ore,Upstream ore,260500,0.602716,573.204
MYS,2023,AUS,OTHER,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.017942,4.713
MYS,2023,USA,USA,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.336725,524.569
MYS,2023,CHN,CHN,exporter,Copper,Copper ore,Upstream ore,260300,299.89721000000003,125820.395
MYS,2023,CHN,CHN,importer,Copper,Copper ore,Upstream ore,260300,14.867308999999999,10096.007
MYS,2023,BEL,EU,exporter,Copper,Copper ore,Upstream ore,260300,3e-06,0.002
MYS,2023,ESP,EU,exporter,Copper,Copper ore,Upstream ore,260300,0.0008629999999999999,0.019
MYS,2023,NLD,EU,exporter,Copper,Copper ore,Upstream ore,260300,0.004907,0.077
MYS,2023,NLD,EU,importer,Copper,Copper ore,Upstream ore,260300,0.074339,76.336
MYS,2023,GBR,GBR,exporter,Copper,Copper ore,Upstream ore,260300,2.7e-05,0.074
MYS,2023,GBR,GBR,importer,Copper,Copper ore,Upstream ore,260300,1.786165,167.046
MYS,2023,JPN,JPN,exporter,Copper,Copper ore,Upstream ore,260300,1.216145,114.639
MYS,2023,JPN,JPN,importer,Copper,Copper ore,Upstream ore,260300,0.583283,1227.022
MYS,2023,KOR,KOR,exporter,Copper,Copper ore,Upstream ore,260300,0.23663399999999998,780.495
MYS,2023,KOR,KOR,importer,Copper,Copper ore,Upstream ore,260300,0.965449,589.046
MYS,2023,AUS,OTHER,exporter,Copper,Copper ore,Upstream ore,260300,3e-06,0.002
MYS,2023,AUS,OTHER,importer,Copper,Copper ore,Upstream ore,260300,25.193376,9977.42
MYS,2023,CAN,OTHER,importer,Copper,Copper ore,Upstream ore,260300,17.406249,6807.198
MYS,2023,USA,USA,importer,Copper,Copper ore,Upstream ore,260300,0.913947,581.182
MYS,2023,CHN,CHN,exporter,Graphite,Natural graphite,Battery anode,250410,0.0021869999999999997,1.1
MYS,2023,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,0.526386,516.376
MYS,2023,DEU,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.010740999999999999,10.525
MYS,2023,NLD,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.032045000000000004,8.303
MYS,2023,GBR,GBR,importer,Graphite,Natural graphite,Battery anode,250410,0.004876999999999999,7.083
MYS,2023,JPN,JPN,importer,Graphite,Natural graphite,Battery anode,250410,0.056614,14.799
MYS,2023,KOR,KOR,importer,Graphite,Natural graphite,Battery anode,250410,0.000322,0.14
MYS,2023,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,0.14921199999999998,66.994
MYS,2023,CHN,CHN,exporter,Lithium,Lithium carbonate,Battery precursor,283691,0.091803,46.359
MYS,2023,CHN,CHN,exporter,Lithium,Other Li-bearing,Other,253090,5.681921,31275.111
MYS,2023,CHN,CHN,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.054185000000000004,1.227
MYS,2023,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,22.359504,121176.463
MYS,2023,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.060661,26.118
MYS,2023,DEU,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.020370000000000003,0.251
MYS,2023,DEU,EU,importer,Lithium,Other Li-bearing,Other,253090,0.053618,73.17
MYS,2023,ESP,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.000435,0.003
MYS,2023,ESP,EU,importer,Lithium,Other Li-bearing,Other,253090,0.005375,3.203
MYS,2023,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.00421,23.367
MYS,2023,FRA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.055725000000000004,127.067
MYS,2023,ITA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.080092,24.8
MYS,2023,ITA,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.33840499999999996,10.39
MYS,2023,ITA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.426505,1516.061
MYS,2023,NLD,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.001163,0.216
MYS,2023,NLD,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.011653,0.236
MYS,2023,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.008293,189.96
MYS,2023,POL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.00107,1.23
MYS,2023,GBR,GBR,exporter,Lithium,Lithium carbonate,Battery precursor,283691,1e-06,0.001
MYS,2023,GBR,GBR,exporter,Lithium,Other Li-bearing,Other,253090,0.011587,18.0
MYS,2023,GBR,GBR,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.046084,4.065
MYS,2023,GBR,GBR,importer,Lithium,Other Li-bearing,Other,253090,0.006432,27.221
MYS,2023,JPN,JPN,exporter,Lithium,Other Li-bearing,Other,253090,0.045107,106.172
MYS,2023,JPN,JPN,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.000219,0.072
MYS,2023,JPN,JPN,importer,Lithium,Other Li-bearing,Other,253090,0.052456,167.69
MYS,2023,KOR,KOR,exporter,Lithium,Other Li-bearing,Other,253090,0.658182,284.064
MYS,2023,KOR,KOR,importer,Lithium,Lithium carbonate,Battery precursor,283691,3.172913,42.177
MYS,2023,KOR,KOR,importer,Lithium,Other Li-bearing,Other,253090,0.01122,21.474
MYS,2023,AUS,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,0.004993,4.821
MYS,2023,AUS,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.017851,31.249
MYS,2023,CAN,OTHER,exporter,Lithium,Other Li-bearing,Other,253090,1.7999999999999997e-05,0.006
MYS,2023,CAN,OTHER,importer,Lithium,Other Li-bearing,Other,253090,0.000268,0.004
MYS,2023,USA,USA,exporter,Lithium,Other Li-bearing,Other,253090,0.17463599999999999,165.755
MYS,2023,USA,USA,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.000414,0.002
MYS,2023,USA,USA,importer,Lithium,Other Li-bearing,Other,253090,0.092582,126.571
MYS,2023,CHN,CHN,exporter,Nickel,Ferronickel,Stainless steel,720260,9.139331,1482.533
MYS,2023,CHN,CHN,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,31.467954000000002,9915.37
MYS,2023,CHN,CHN,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.434827,62.629
MYS,2023,CHN,CHN,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.017268000000000002,40.419
MYS,2023,CHN,CHN,importer,Nickel,Refined nickel,Battery-grade chain,750210,3.2658090000000004,216.957
MYS,2023,BEL,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.863565,40.0
MYS,2023,BEL,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.06486499999999999,3.0
MYS,2023,DEU,EU,exporter,Nickel,Nickel ore,Upstream ore,260400,3.739515,901.529
MYS,2023,DEU,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.024367999999999997,1.037
MYS,2023,ESP,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,20.895851999999998,949.809
MYS,2023,ITA,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.41224299999999997,20.0
MYS,2023,ITA,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.024051,3.0
MYS,2023,NLD,EU,exporter,Nickel,Refined nickel,Battery-grade chain,750210,9.068308,812.682
MYS,2023,NLD,EU,importer,Nickel,Nickel matte,Battery-grade chain,750110,1e-06,0.0
MYS,2023,NLD,EU,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.021468,0.49
MYS,2023,NLD,EU,importer,Nickel,Refined nickel,Battery-grade chain,750210,3.853791,540.323
MYS,2023,GBR,GBR,importer,Nickel,Refined nickel,Battery-grade chain,750210,6.067582000000001,301.679
MYS,2023,JPN,JPN,exporter,Nickel,Nickel matte,Battery-grade chain,750110,2e-05,0.0
MYS,2023,JPN,JPN,importer,Nickel,Nickel matte,Battery-grade chain,750110,0.141609,4.28
MYS,2023,JPN,JPN,importer,Nickel,Refined nickel,Battery-grade chain,750210,2.011788,112.81
MYS,2023,KOR,KOR,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.145854,25.991
MYS,2023,KOR,KOR,exporter,Nickel,Refined nickel,Battery-grade chain,750210,1.510386,319.953
MYS,2023,KOR,KOR,importer,Nickel,Refined nickel,Battery-grade chain,750210,0.007133,7.08
MYS,2023,AUS,OTHER,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.447943,24.103
MYS,2023,AUS,OTHER,exporter,Nickel,Refined nickel,Battery-grade chain,750210,0.9852430000000001,96.223
MYS,2023,CAN,OTHER,importer,Nickel,Refined nickel,Battery-grade chain,750210,9.767994,689.723
MYS,2023,USA,USA,exporter,Nickel,Nickel matte,Battery-grade chain,750110,33.322300000000006,1249.0
MYS,2023,USA,USA,exporter,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.006575999999999999,24.859
MYS,2023,USA,USA,exporter,Nickel,Refined nickel,Battery-grade chain,750210,14.677078,781.382
MYS,2023,USA,USA,importer,Nickel,Ferronickel,Stainless steel,720260,8.999999999999999e-06,0.001
MYS,2023,USA,USA,importer,Nickel,Nickel ore,Upstream ore,260400,0.007946,16.013
MYS,2023,USA,USA,importer,Nickel,Nickel oxide sinter,Battery-grade chain,750120,0.011033,1.207
MYS,2023,CHN,CHN,exporter,Other,Other sulfates,Other,283329,0.109958,24.906
MYS,2023,CHN,CHN,importer,Other,Other sulfates,Other,283329,7.902646,18952.658
MYS,2023,BEL,EU,exporter,Other,Other sulfates,Other,283329,0.077325,285.508
MYS,2023,BEL,EU,importer,Other,Other sulfates,Other,283329,0.0036469999999999996,3.744
MYS,2023,DEU,EU,exporter,Other,Other sulfates,Other,283329,0.053869999999999994,38.728
MYS,2023,DEU,EU,importer,Other,Molybdenum ore,Upstream ore,261390,0.00016900000000000002,0.02
MYS,2023,DEU,EU,importer,Other,Other sulfates,Other,283329,0.299547,108.815
MYS,2023,ESP,EU,importer,Other,Other sulfates,Other,283329,0.000111,0.001
MYS,2023,FRA,EU,exporter,Other,Other sulfates,Other,283329,2.6e-05,0.037
MYS,2023,ITA,EU,exporter,Other,Other sulfates,Other,283329,0.04314,120.195
MYS,2023,ITA,EU,importer,Other,Other sulfates,Other,283329,0.097606,4.35
MYS,2023,NLD,EU,exporter,Other,Other sulfates,Other,283329,0.020672999999999997,42.0
MYS,2023,NLD,EU,importer,Other,Other sulfates,Other,283329,0.017370999999999998,14.687
MYS,2023,POL,EU,importer,Other,Other sulfates,Other,283329,0.00015099999999999998,0.08
MYS,2023,SWE,EU,exporter,Other,Other sulfates,Other,283329,2e-06,0.001
MYS,2023,GBR,GBR,exporter,Other,Other sulfates,Other,283329,0.003194,18.08
MYS,2023,GBR,GBR,importer,Other,Other sulfates,Other,283329,0.003471,2.247
MYS,2023,JPN,JPN,exporter,Other,Other sulfates,Other,283329,0.426361,1355.337
MYS,2023,JPN,JPN,importer,Other,Other sulfates,Other,283329,0.360677,96.412
MYS,2023,KOR,KOR,exporter,Other,Other sulfates,Other,283329,0.23146799999999998,795.924
MYS,2023,KOR,KOR,importer,Other,Molybdenum ore,Upstream ore,261390,0.00147,0.0
MYS,2023,KOR,KOR,importer,Other,Other sulfates,Other,283329,0.535815,112.452
MYS,2023,AUS,OTHER,exporter,Other,Other sulfates,Other,283329,0.11924,390.942
MYS,2023,AUS,OTHER,importer,Other,Other sulfates,Other,283329,0.000212,0.045
MYS,2023,CAN,OTHER,exporter,Other,Other sulfates,Other,283329,0.041292,11.72
MYS,2023,USA,USA,exporter,Other,Other sulfates,Other,283329,0.579254,500.699
MYS,2023,USA,USA,importer,Other,Molybdenum ore,Upstream ore,261390,0.000439,0.314
MYS,2023,USA,USA,importer,Other,Other sulfates,Other,283329,0.53075,107.238
MYS,2024,CHN,CHN,exporter,Cobalt,Cobalt ore,Upstream ore,260500,0.047574,17.284
MYS,2024,CHN,CHN,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.039549999999999995,10.001
MYS,2024,JPN,JPN,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.033549,5.85
MYS,2024,KOR,KOR,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.01276,24.21
MYS,2024,AUS,OTHER,importer,Cobalt,Cobalt ore,Upstream ore,260500,0.073574,2.768
MYS,2024,CHN,CHN,exporter,Copper,Copper ore,Upstream ore,260300,48.999432999999996,25422.022
MYS,2024,CHN,CHN,importer,Copper,Copper ore,Upstream ore,260300,0.07127700000000001,132.5
MYS,2024,ESP,EU,exporter,Copper,Copper ore,Upstream ore,260300,0.000431,0.006
MYS,2024,NLD,EU,exporter,Copper,Copper ore,Upstream ore,260300,2.7e-05,0.005
MYS,2024,NLD,EU,importer,Copper,Copper ore,Upstream ore,260300,0.013063,8.407
MYS,2024,GBR,GBR,exporter,Copper,Copper ore,Upstream ore,260300,1.4999999999999999e-05,0.033
MYS,2024,GBR,GBR,importer,Copper,Copper ore,Upstream ore,260300,0.028425000000000002,3.024
MYS,2024,JPN,JPN,importer,Copper,Copper ore,Upstream ore,260300,0.034093000000000005,129.674
MYS,2024,KOR,KOR,exporter,Copper,Copper ore,Upstream ore,260300,0.28885,132.5
MYS,2024,KOR,KOR,importer,Copper,Copper ore,Upstream ore,260300,0.004264,12.016
MYS,2024,AUS,OTHER,importer,Copper,Copper ore,Upstream ore,260300,15.726780000000002,1699.72
MYS,2024,CAN,OTHER,importer,Copper,Copper ore,Upstream ore,260300,0.22001400000000002,66.203
MYS,2024,USA,USA,importer,Copper,Copper ore,Upstream ore,260300,0.6344120000000001,534.242
MYS,2024,CHN,CHN,exporter,Graphite,Natural graphite,Battery anode,250410,0.045606,72.962
MYS,2024,CHN,CHN,importer,Graphite,Natural graphite,Battery anode,250410,0.539194,739.342
MYS,2024,DEU,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.015679000000000002,3.5
MYS,2024,FRA,EU,exporter,Graphite,Natural graphite,Battery anode,250410,0.000621,0.028
MYS,2024,ITA,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.000149,0.02
MYS,2024,NLD,EU,importer,Graphite,Natural graphite,Battery anode,250410,0.021981999999999998,8.181
MYS,2024,GBR,GBR,importer,Graphite,Natural graphite,Battery anode,250410,0.018736999999999997,9.632
MYS,2024,JPN,JPN,importer,Graphite,Natural graphite,Battery anode,250410,0.066573,17.164
MYS,2024,KOR,KOR,exporter,Graphite,Natural graphite,Battery anode,250410,2.5e-05,0.002
MYS,2024,KOR,KOR,importer,Graphite,Natural graphite,Battery anode,250410,0.00335,0.002
MYS,2024,USA,USA,importer,Graphite,Natural graphite,Battery anode,250410,0.071446,13.067
MYS,2024,CHN,CHN,exporter,Lithium,Lithium carbonate,Battery precursor,283691,2.7e-05,0.0
MYS,2024,CHN,CHN,exporter,Lithium,Other Li-bearing,Other,253090,6.394525,39457.556
MYS,2024,CHN,CHN,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.041716,4.628
MYS,2024,CHN,CHN,importer,Lithium,Other Li-bearing,Other,253090,18.987791,104304.29
MYS,2024,BEL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.003356,4.0
MYS,2024,DEU,EU,exporter,Lithium,Other Li-bearing,Other,253090,4.1e-05,1.299
MYS,2024,DEU,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.023681999999999998,0.602
MYS,2024,DEU,EU,importer,Lithium,Other Li-bearing,Other,253090,0.198292,193.008
MYS,2024,ESP,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.001373,0.111
MYS,2024,ESP,EU,importer,Lithium,Other Li-bearing,Other,253090,0.015419,11.32
MYS,2024,FRA,EU,exporter,Lithium,Other Li-bearing,Other,253090,2.7e-05,0.742
MYS,2024,FRA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.08527599999999999,176.314
MYS,2024,ITA,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.054055,30.835
MYS,2024,ITA,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.21002600000000002,11.694
MYS,2024,ITA,EU,importer,Lithium,Other Li-bearing,Other,253090,0.17124199999999998,467.484
MYS,2024,NLD,EU,importer,Lithium,Lithium carbonate,Battery precursor,283691,0.006152,0.274
MYS,2024,NLD,EU,importer,Lithium,Other Li-bearing,Other,253090,0.009714,30.192
MYS,2024,POL,EU,exporter,Lithium,Other Li-bearing,Other,253090,0.00031800000000000003,0.068
MYS,2024,POL,EU,importer,Lithium,Other Li-bearing,Other,253090,0.0026219999999999998,1.033
