AidData Record ID,Recommended For Aggregates,Umbrella,Recipient,Recipient ISO-3,Commitment Year,Status,Flow Class,Sector Code,Sector Name,Funding Agencies,Amount (Constant USD 2021),Amount (Nominal USD),Adjusted Amount (Constant USD 2021)
90388,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,120,HEALTH,Unspecified Chinese Government Institution,936000.0,936000.0,936000.0
96150,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96171,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,110,EDUCATION,Chinese Embassy,,,
96179,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,110,EDUCATION,Chinese Embassy,,,
96180,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,110,EDUCATION,Chinese Embassy,,,
96181,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,110,EDUCATION,Chinese Embassy,,,
96183,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,110,EDUCATION,Chinese Embassy,,,
96184,Yes,No,Brunei Darussalam,BRN,2021,Completion,OOF-like,110,EDUCATION,Chinese Embassy,,,
61127,Yes,No,Cambodia,KHM,2021,Implementation,OOF-like,210,TRANSPORT AND STORAGE,China Construction Bank Corporation (CCB)|China Development Bank (CDB)|Export-Import Bank of China (China Eximbank)|Industrial and Commercial Bank of China (ICBC),660000000.0,660000000.0,660000000.0
92546,Yes,No,Cambodia,KHM,2021,Implementation,OOF-like,230,ENERGY,Industrial and Commercial Bank of China (ICBC),,,
92547,Yes,No,Cambodia,KHM,2021,Implementation,OOF-like,230,ENERGY,Bank of China (BOC),,,
94938,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,City of Beijing|City of Guangzhou|City of Wuhan|Fujian Provincial Government|Government of City of Shanghai|Government of the City of Kunming|Hefei Municipal Government|Nanning City Provincial Government,,,
94986,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,320,"INDUSTRY, MINING, CONSTRUCTION",China Ministry of Foreign Affairs,1000000.0,1000000.0,1000000.0
95033,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,33566.4,33566.4,33566.4
95070,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,10800000.0,10800000.0,10800000.0
95156,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,330,TRADE POLICIES AND REGULATIONS,The China-ASEAN Center,,,
95223,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
95224,No,No,Cambodia,KHM,2021,Pipeline: Pledge,ODA-like,120,HEALTH,Chinese Embassy,3000000.0,3000000.0,3000000.0
95225,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
95277,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Overseas Chinese Charity Foundation|Shanxin Lianxin,,,
95329,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,260400.0,260400.0,260400.0
95581,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Yunnan Provincial Government,,,
95596,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,7200000.0,7200000.0,7200000.0
95601,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,China Ministry of National Defense,9000000.0,9000000.0,9000000.0
95603,Yes,No,Cambodia,KHM,2021,Implementation,ODA-like,740,DISASTER PREVENTION AND PREPAREDNESS,Unspecified Chinese Government Institution,2500000.0,2500000.0,2500000.0
95604,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
95606,Yes,No,Cambodia,KHM,2021,Completion,OOF-like,220,COMMUNICATIONS,Unspecified Chinese Government Institution,,,
95771,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,Ping An Insurance,,,
95773,Yes,No,Cambodia,KHM,2021,Implementation,ODA-like,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,Unspecified Chinese Government Institution,,,
95776,Yes,No,Cambodia,KHM,2021,Implementation,OOF-like,150,GOVERNMENT AND CIVIL SOCIETY,China Ministry of National Defense,,,
95877,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,12600000.0,12600000.0,12600000.0
95888,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
95954,Yes,No,Cambodia,KHM,2021,Implementation,OOF-like,740,DISASTER PREVENTION AND PREPAREDNESS,Export-Import Bank of China (China Eximbank),116270500.0,116270500.0,116270500.0
96974,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,China South-South Cooperation Fund,795000.0,795000.0,795000.0
97128,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,9000000.0,9000000.0,9000000.0
97129,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,China Ministry of National Defense,,,
97163,Yes,No,Cambodia,KHM,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
95009,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Fujian Provincial Government,465116.279069767,465116.279069767,465116.279069767
95719,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
95720,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
95726,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
96372,Yes,No,Indonesia,IDN,2021,Completion,OOF-like,320,"INDUSTRY, MINING, CONSTRUCTION",Bank of China (BOC),90000000.0,90000000.0,90000000.0
96396,Yes,No,Indonesia,IDN,2021,Completion,OOF-like,320,"INDUSTRY, MINING, CONSTRUCTION",Industrial and Commercial Bank of China (ICBC),90000000.0,90000000.0,90000000.0
96397,Yes,No,Indonesia,IDN,2021,Implementation,OOF-like,320,"INDUSTRY, MINING, CONSTRUCTION",Agricultural Bank of China (ABC),126666665.999999,126666666.0,126666665.999999
96398,Yes,No,Indonesia,IDN,2021,Implementation,OOF-like,320,"INDUSTRY, MINING, CONSTRUCTION",Export-Import Bank of China (China Eximbank),126666665.999999,126666666.0,126666665.999999
96399,Yes,No,Indonesia,IDN,2021,Implementation,OOF-like,320,"INDUSTRY, MINING, CONSTRUCTION",China CITIC Bank Corporation Limited,126666665.999999,126666666.0,126666665.999999
96400,Yes,No,Indonesia,IDN,2021,Implementation,OOF-like,320,"INDUSTRY, MINING, CONSTRUCTION",China Everbright Bank,126666665.999999,126666666.0,126666665.999999
96563,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,3475208.8,3475208.8,3475208.8
96590,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Chengdu Municipal Government,3800.0,3800.0,3800.0
96591,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Consulate General|Chinese Embassy,,,
96592,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Consulate General|Chinese Embassy,,,
96593,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Consulate General,,,
96597,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Consulate General|Chinese Embassy,,,
96599,Yes,No,Indonesia,IDN,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
95318,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,OOF-like,240,BANKING AND FINANCIAL SERVICES,People's Bank of China (PBC),296297700.965891,296297700.965891,0.0
64220,Yes,No,Lao People's Democratic Republic,LAO,2021,Implementation,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
90269,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,5400000.0,5400000.0,5400000.0
90301,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
90302,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
90321,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,5400000.0,5400000.0,5400000.0
90342,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
90343,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
90375,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,9000000.0,9000000.0,9000000.0
90382,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,34200000.0,34200000.0,34200000.0
90399,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,14400000.0,14400000.0,14400000.0
90602,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,China Ministry of Foreign Affairs,,,
95594,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,People's Liberation Army of China|Unspecified Chinese Government Institution,9000000.0,9000000.0,9000000.0
95595,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,People's Liberation Army of China,7200000.0,7200000.0,7200000.0
96503,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,The Foreign Affairs Office of Yunnan,334000.0,334000.0,334000.0
96527,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,430,OTHER MULTISECTOR,"China Railway No. 2 Group Co., Ltd.",,,
96540,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Xishuangbanna Dai Autonomous Prefecture Government,100775.193798449,100775.193798449,100775.193798449
96546,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,People's Liberation Army of China,3920069.4,3920069.4,3920069.4
96547,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Chongqing Municipal Government,196676.911131459,196676.911131459,196676.911131459
96976,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,624050.0,624050.0,624050.0
97004,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,120,HEALTH,Nanning City Provincial Government,,,
97049,Yes,No,Lao People's Democratic Republic,LAO,2021,Completion,ODA-like,430,OTHER MULTISECTOR,"China Railway International Group Co., Ltd. (CRIG)",,,
96203,Yes,No,Malaysia,MYS,2021,Completion,OOF-like,240,BANKING AND FINANCIAL SERVICES,People's Bank of China (PBC),1016812036.74418,1016812036.74418,0.0
96082,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Embassy,,,
96083,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Embassy,24154.5893719806,24154.5893719806,24154.5893719806
96085,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,15200.0,15200.0,15200.0
96151,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,110,EDUCATION,Chinese Embassy,,,
96156,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,9000000.0,9000000.0,9000000.0
96168,Yes,No,Malaysia,MYS,2021,Pipeline: Commitment,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96169,Yes,No,Malaysia,MYS,2021,Pipeline: Commitment,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
96268,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,International Department of the Central Committee of CPC,,,
96940,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,33066.0,33066.0,33066.0
96941,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,67134.0,67134.0,67134.0
96942,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,126920.0,126920.0,126920.0
96943,Yes,No,Malaysia,MYS,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,15984.0,15984.0,15984.0
64147,Yes,No,Myanmar,MMR,2021,Completion,OOF-like,230,ENERGY,China Development Bank (CDB),126000000.0,126000000.0,126000000.0
96054,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,38759.6899224806,38759.6899224806,38759.6899224806
96065,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,China Ministry of Foreign Affairs|China National Pharmaceutical Group Corporation (Sinopharm),232558.139534883,232558.139534883,232558.139534883
96087,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,Unspecified Chinese Government Institution,300000.0,300000.0,300000.0
96088,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,500000.0,500000.0,500000.0
96089,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Embassy,,,
96093,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese People's Liberation Army,9000000.0,9000000.0,9000000.0
96094,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
96095,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96096,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96097,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96099,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96110,Yes,No,Myanmar,MMR,2021,Implementation,Vague (Official Finance),600,ACTION RELATING TO DEBT,Export-Import Bank of China (China Eximbank),,,
96113,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,9000000.0,9000000.0,9000000.0
96114,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
96138,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,97244.0,97244.0,97244.0
96140,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36880.56,36880.56,36880.56
96166,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,China Ministry of Foreign Affairs,232558.139534883,232558.139534883,232558.139534883
96172,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,China Ministry of Foreign Affairs,460465.116279069,460465.116279069,460465.116279069
96175,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
96177,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Yunnan Provincial Government,,,
96182,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese People's Liberation Army,,,
96186,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,,,
96187,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,,,
96194,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,3869.6,3869.6,3869.6
96221,Yes,No,Myanmar,MMR,2021,Implementation,Vague (Official Finance),600,ACTION RELATING TO DEBT,Export-Import Bank of China (China Eximbank),,,
96222,No,Yes,Myanmar,MMR,2021,Implementation,ODA-like,510,GENERAL BUDGET SUPPORT,Unspecified Chinese Government Institution,6100000.0,6100000.0,
96224,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,State Power Investment Corporation (SPIC) Yunnan International Company,138880.0,138880.0,138880.0
96225,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese People's Liberation Army,,,
96227,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,465116.279069767,465116.279069767,465116.279069767
96232,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Yunnan Province Municipality	,430718.64,430718.64,430718.64
96238,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese People's Liberation Army,,,
96518,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
96530,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,150,GOVERNMENT AND CIVIL SOCIETY,China Ministry of Commerce|Chinese National Academy of Governance/Central Party School ,,,
96531,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,310,"AGRICULTURE, FORESTRY, FISHING",China Ministry of Commerce|Chinese Academy of Tropical Agricultural Sciences (CATAS),,,
96532,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chongqing Municipal Government,,,
96973,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,China South-South Cooperation Fund,760600.0,760600.0,760600.0
96985,Yes,No,Myanmar,MMR,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,71920.1973490215,71920.1973490215,71920.1973490215
98031,Yes,No,Myanmar,MMR,2021,Implementation,Vague (Official Finance),600,ACTION RELATING TO DEBT,China Development Bank (CDB),,,
63248,Yes,No,Philippines,PHL,2021,Implementation,OOF-like,220,COMMUNICATIONS,Export-Import Bank of China (China Eximbank),275942177.0,275942177.0,275942177.0
95915,Yes,No,Philippines,PHL,2021,Pipeline: Commitment,Vague (Official Finance),250,BUSINESS AND OTHER SERVICES,Bank of China (BOC),100000000.0,100000000.0,100000000.0
95916,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,10800000.0,10800000.0,10800000.0
95940,Yes,No,Philippines,PHL,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Unspecified Chinese Government Institution,,,
95955,Yes,No,Philippines,PHL,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Unspecified Chinese Government Institution,,,
95962,Yes,No,Philippines,PHL,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Unspecified Chinese Government Institution,,,
95964,Yes,No,Philippines,PHL,2021,Completion,ODA-like,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,Chinese Embassy,,,
95986,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Fujian Province Municipality,,,
95987,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,Chinese Consulate General,,,
95989,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,,,
95990,Yes,No,Philippines,PHL,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Chinese Consulate General|Chinese Embassy,,,
95991,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,Chinese Embassy,,,
95992,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,Chinese Embassy,,,
95993,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
95994,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,Unspecified Chinese Government Institution,,,
95995,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,,,
96001,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96015,Yes,No,Philippines,PHL,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Chinese Consulate General|Chinese Embassy,,,
96035,Yes,No,Philippines,PHL,2021,Completion,OOF-like,230,ENERGY,Industrial and Commercial Bank of China (ICBC),16237061.0919423,16237061.0919423,16237061.0919423
96045,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,7200000.0,7200000.0,7200000.0
96047,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,13305600.0,13305600.0,13305600.0
96049,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,4694400.0,4694400.0,4694400.0
96050,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,18000000.0,18000000.0,18000000.0
96051,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,36000000.0,36000000.0,36000000.0
96128,Yes,No,Philippines,PHL,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Chinese Embassy,162370.610919423,162370.610919423,162370.610919423
96129,Yes,No,Philippines,PHL,2021,Completion,ODA-like,150,GOVERNMENT AND CIVIL SOCIETY,Chinese Embassy,,,
96211,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,8375.0,8375.0,8375.0
96212,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,Chinese Consulate General,,,
96213,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,23380.0,23380.0,23380.0
96231,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Chinese Consulate General,,,
96233,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,78343.8197686218,78343.8197686218,78343.8197686218
96336,Yes,No,Philippines,PHL,2021,Completion,ODA-like,150,GOVERNMENT AND CIVIL SOCIETY,Chinese Embassy,34503.7548203775,34503.7548203775,34503.7548203775
96388,Yes,No,Philippines,PHL,2021,Completion,ODA-like,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,,,
96389,Yes,No,Philippines,PHL,2021,Completion,OOF-like,150,GOVERNMENT AND CIVIL SOCIETY,Overseas Chinese Affairs Office of Sichuan Province,,,
96390,Yes,No,Philippines,PHL,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Consulate General,46681.5506393342,46681.5506393342,46681.5506393342
96391,Yes,No,Philippines,PHL,2021,Completion,OOF-like,110,EDUCATION,Chinese Consulate General,,,
96430,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,City of Guangzhou,121777.958189567,121777.958189567,121777.958189567
96431,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,China South-South Cooperation Fund,1070000.0,1070000.0,1070000.0
96436,Yes,No,Philippines,PHL,2021,Completion,ODA-like,110,EDUCATION,Chinese Embassy,,,
96438,No,Yes,Philippines,PHL,2021,Implementation,ODA-like,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,China International Development Cooperation Agency (CIDCA),77519379.8449612,77519379.8449612,
96440,Yes,No,Philippines,PHL,2021,Completion,ODA-like,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,,,
96447,Yes,No,Philippines,PHL,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Chinese Embassy,20296.3263649279,20296.3263649279,20296.3263649279
96448,Yes,No,Philippines,PHL,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,,,
96607,Yes,No,Philippines,PHL,2021,Completion,OOF-like,150,GOVERNMENT AND CIVIL SOCIETY,Overseas Chinese Affairs Office of Dazhou City,,,
96614,Yes,No,Philippines,PHL,2021,Completion,ODA-like,520,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,Chinese Enterprises’ Mutual Aid Group in Mindanao,46681.5506393342,46681.5506393342,46681.5506393342
88807,No,Yes,Thailand,THA,2021,Implementation,ODA-like,110,EDUCATION,Unspecified Chinese Government Institution,2390000.0,2390000.0,
88808,Yes,No,Thailand,THA,2021,Completion,ODA-like,720,EMERGENCY RESPONSE,Unspecified Chinese Government Institution,1550387.59689922,1550387.59689922,1550387.59689922
92909,No,Yes,Thailand,THA,2021,Implementation,ODA-like,430,OTHER MULTISECTOR,Lancang-Mekong Cooperation (LMC) Special Fund,1236100.0,1236100.0,
92910,Yes,No,Thailand,THA,2021,Implementation,ODA-like,410,GENERAL ENVIRONMENTAL PROTECTION,Lancang-Mekong Cooperation (LMC) Special Fund,420000.0,420000.0,420000.0
92911,Yes,No,Thailand,THA,2021,Implementation,ODA-like,310,"AGRICULTURE, FORESTRY, FISHING",Lancang-Mekong Cooperation (LMC) Special Fund,400000.0,400000.0,400000.0
92912,Yes,No,Thailand,THA,2021,Implementation,ODA-like,310,"AGRICULTURE, FORESTRY, FISHING",Lancang-Mekong Cooperation (LMC) Special Fund,416100.0,416100.0,416100.0
92913,Yes,No,Thailand,THA,2021,Implementation,ODA-like,310,"AGRICULTURE, FORESTRY, FISHING",Lancang-Mekong Cooperation (LMC) Special Fund,340000.0,340000.0,340000.0
92914,Yes,No,Thailand,THA,2021,Implementation,ODA-like,330,TRADE POLICIES AND REGULATIONS,Lancang-Mekong Cooperation (LMC) Special Fund,157600.0,157600.0,157600.0
92915,Yes,No,Thailand,THA,2021,Implementation,ODA-like,120,HEALTH,Lancang-Mekong Cooperation (LMC) Special Fund,184900.0,184900.0,184900.0
92916,Yes,No,Thailand,THA,2021,Implementation,ODA-like,310,"AGRICULTURE, FORESTRY, FISHING",Lancang-Mekong Cooperation (LMC) Special Fund,479000.0,479000.0,479000.0
95790,Yes,No,Thailand,THA,2021,Completion,ODA-like,120,HEALTH,China Ministry of Foreign Affairs,9000000.0,9000000.0,9000000.0
95791,Yes,No,Thailand,THA,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,9000000.0,9000000.0,9000000.0
95793,Yes,No,Thailand,THA,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,27000000.0,27000000.0,27000000.0
95795,Yes,No,Thailand,THA,2021,Completion,ODA-like,120,HEALTH,Unspecified Chinese Government Institution,3600000.0,3600000.0,3600000.0
96332,Yes,No,Thailand,THA,2021,Completion,ODA-like,120,HEALTH,Chinese Embassy,,,
