t,asean_country,partner_group,direction,trade_usd_thousands,trade_usd_millions
2021,MYS,CHN,partner_to_asean,57045954.145,57045.954145
2021,MYS,EU,asean_to_partner,28918583.104000002,28918.583104
2021,MYS,EU,partner_to_asean,13190027.257999994,13190.027257999995
2021,MYS,GBR,asean_to_partner,3052130.6030000034,3052.1306030000032
2021,MYS,GBR,partner_to_asean,1863516.3870000015,1863.5163870000015
2021,MYS,JPN,asean_to_partner,19006227.864000034,19006.227864000033
2021,MYS,JPN,partner_to_asean,17144904.222000007,17144.90422200001
2021,MYS,KOR,asean_to_partner,10224444.205999976,10224.444205999976
2021,MYS,KOR,partner_to_asean,11283731.308000015,11283.731308000015
2021,MYS,USA,asean_to_partner,53707400.46700006,53707.40046700006
2021,MYS,USA,partner_to_asean,17695116.126,17695.116125999997
2021,PHL,CHN,asean_to_partner,17858838.440999992,17858.838440999993
2021,PHL,CHN,partner_to_asean,30217049.15399997,30217.04915399997
2021,PHL,EU,asean_to_partner,8839382.620000001,8839.38262
2021,PHL,EU,partner_to_asean,7103799.799000002,7103.799799000002
2021,PHL,GBR,asean_to_partner,729589.0130000003,729.5890130000003
2021,PHL,GBR,partner_to_asean,656866.0859999999,656.8660859999999
2021,PHL,JPN,asean_to_partner,11408960.07300001,11408.96007300001
2021,PHL,JPN,partner_to_asean,11327841.749999978,11327.841749999978
2021,PHL,KOR,asean_to_partner,3784997.393999996,3784.9973939999963
2021,PHL,KOR,partner_to_asean,7502296.540000025,7502.296540000025
2021,PHL,USA,asean_to_partner,14403164.866000006,14403.164866000006
2021,PHL,USA,partner_to_asean,8420259.454000007,8420.259454000008
2021,SGP,CHN,asean_to_partner,41616675.228999965,41616.675228999964
2021,SGP,CHN,partner_to_asean,53960834.57200001,53960.834572000014
2021,SGP,EU,asean_to_partner,17857143.497000013,17857.143497000012
2021,SGP,EU,partner_to_asean,31970695.750999987,31970.69575099999
2021,SGP,GBR,asean_to_partner,2023569.5569999984,2023.5695569999984
2021,SGP,GBR,partner_to_asean,6649797.095000008,6649.797095000008
2021,SGP,JPN,asean_to_partner,9676664.053000003,9676.664053000002
2021,SGP,JPN,partner_to_asean,20843559.51600003,20843.55951600003
2021,SGP,KOR,asean_to_partner,11073117.763000006,11073.117763000006
2021,SGP,KOR,partner_to_asean,18859267.915000025,18859.267915000026
2021,SGP,USA,asean_to_partner,26441269.44800009,26441.26944800009
2021,SGP,USA,partner_to_asean,39162620.98299995,39162.62098299995
2021,THA,CHN,asean_to_partner,46098315.59499994,46098.31559499994
2021,THA,CHN,partner_to_asean,69599122.88000005,69599.12288000005
2021,THA,EU,asean_to_partner,21904143.965,21904.143965
2021,THA,EU,partner_to_asean,14616297.280000009,14616.297280000008
2021,THA,GBR,asean_to_partner,3662590.0420000018,3662.5900420000016
2021,THA,GBR,partner_to_asean,1965587.4330000037,1965.5874330000038
2021,THA,JPN,asean_to_partner,25917868.844000023,25917.868844000022
2021,THA,JPN,partner_to_asean,33252106.86899998,33252.10686899998
2021,THA,KOR,asean_to_partner,6873033.555000008,6873.033555000008
2021,THA,KOR,partner_to_asean,9596224.469000008,9596.224469000008
2021,THA,USA,asean_to_partner,51041420.998000026,51041.42099800002
2021,THA,USA,partner_to_asean,13596234.549000002,13596.234549000003
