t,hs6,i,j,trade_usd_thousands,qty_tons,i_iso3,j_iso3,mineral
2012,720260,458,392,12.848,10.445,MYS,JPN,Ferronickel
2012,720260,528,360,128.934,9.813,NLD,IDN,Ferronickel
2012,720260,528,702,1692.793,95.488,NLD,SGP,Ferronickel
2012,720260,608,156,9016.628,4008.0,PHL,CHN,Ferronickel
2012,720260,702,36,0.837,0.01,SGP,AUS,Ferronickel
2012,720260,702,56,0.011,0.001,SGP,BEL,Ferronickel
2012,720260,702,276,138.892,10.1,SGP,DEU,Ferronickel
2012,720260,702,392,783.964,60.7,SGP,JPN,Ferronickel
2012,720260,702,410,260.022,38.32,SGP,KOR,Ferronickel
2012,720260,702,528,222.524,57.76,SGP,NLD,Ferronickel
2012,720260,702,826,1420.461,67739.4,SGP,GBR,Ferronickel
2012,720260,702,842,1144.066,93.43,SGP,USA,Ferronickel
2012,720260,826,702,2.265,0.125,GBR,SGP,Ferronickel
2012,720260,842,702,47.621,0.98,USA,SGP,Ferronickel
2012,720260,842,764,7.341,0.32,USA,THA,Ferronickel
2012,750110,36,458,1.618,2.73,AUS,MYS,Nickel matte
2012,750110,360,124,2107.019,156.802,IDN,CAN,Nickel matte
2012,750110,360,392,964132.385,89183.256,IDN,JPN,Nickel matte
2012,750110,392,458,2.686,0.1,JPN,MYS,Nickel matte
2012,750110,392,702,0.001,0.002,JPN,SGP,Nickel matte
2012,750110,392,764,1.52,0.009,JPN,THA,Nickel matte
2012,750110,410,458,32.674,6.9,KOR,MYS,Nickel matte
2012,750110,410,702,41.937,2.22,KOR,SGP,Nickel matte
2012,750110,458,392,4.253,1.25,MYS,JPN,Nickel matte
2012,750110,702,124,6610.774,923.84,SGP,CAN,Nickel matte
2012,750110,702,156,51.888,0.22,SGP,CHN,Nickel matte
2012,750110,764,156,2.726,133.127,THA,CHN,Nickel matte
2012,750110,764,380,0.004,0.004,THA,ITA,Nickel matte
2012,750110,826,702,167.82,20.433,GBR,SGP,Nickel matte
2012,750110,842,458,4.358,0.5,USA,MYS,Nickel matte
2012,750120,36,608,3031.399,520.0,AUS,PHL,Nickel oxide sinter
2012,750120,56,702,69.52,277.403,BEL,SGP,Nickel oxide sinter
2012,750120,156,702,7.167,0.36,CHN,SGP,Nickel oxide sinter
2012,750120,276,458,267.658,18.0,DEU,MYS,Nickel oxide sinter
2012,750120,360,156,246570.347,20503.402,IDN,CHN,Nickel oxide sinter
2012,750120,360,410,51296.369,3960.0,IDN,KOR,Nickel oxide sinter
2012,750120,360,724,0.176,0.005,IDN,ESP,Nickel oxide sinter
2012,750120,380,702,1.074,0.004,ITA,SGP,Nickel oxide sinter
2012,750120,392,458,123.186,14.184,JPN,MYS,Nickel oxide sinter
2012,750120,392,702,101.695,5.786,JPN,SGP,Nickel oxide sinter
2012,750120,392,764,38.2,2.0,JPN,THA,Nickel oxide sinter
2012,750120,410,458,55.003,16.016,KOR,MYS,Nickel oxide sinter
2012,750120,410,704,107.97,141.567,KOR,VNM,Nickel oxide sinter
2012,750120,458,156,993.265,672.553,MYS,CHN,Nickel oxide sinter
2012,750120,608,392,339465.655,47144.46,PHL,JPN,Nickel oxide sinter
2012,750120,702,156,884.587,777.732,SGP,CHN,Nickel oxide sinter
2012,750120,702,410,78.219,50.352,SGP,KOR,Nickel oxide sinter
2012,750120,702,842,105.138,5.554,SGP,USA,Nickel oxide sinter
2012,750120,704,156,284.959,359.62,VNM,CHN,Nickel oxide sinter
2012,750120,764,156,850.074,1314.101,THA,CHN,Nickel oxide sinter
2012,750120,826,360,13.308,0.3,GBR,IDN,Nickel oxide sinter
2012,750120,826,702,70.701,1.896,GBR,SGP,Nickel oxide sinter
2012,750120,842,360,1070.403,12.254,USA,IDN,Nickel oxide sinter
2012,750120,842,458,925.621,81.323,USA,MYS,Nickel oxide sinter
2012,750120,842,702,141.378,2.486,USA,SGP,Nickel oxide sinter
2012,750210,36,458,130786.992,7528.0,AUS,MYS,Refined nickel
2012,750210,36,702,298452.614,17157.1,AUS,SGP,Refined nickel
2012,750210,36,764,417.148,24.014,AUS,THA,Refined nickel
2012,750210,56,360,1.139,0.045,BEL,IDN,Refined nickel
2012,750210,56,458,5.176,0.16,BEL,MYS,Refined nickel
2012,750210,56,764,115.255,6.4,BEL,THA,Refined nickel
2012,750210,124,360,1660.83,89.258,CAN,IDN,Refined nickel
2012,750210,124,458,4248.806,214.948,CAN,MYS,Refined nickel
2012,750210,124,702,46982.984,2743.772,CAN,SGP,Refined nickel
2012,750210,124,704,2175.071,101.0,CAN,VNM,Refined nickel
2012,750210,124,764,27292.027,1444.304,CAN,THA,Refined nickel
2012,750210,156,360,127.823,4.972,CHN,IDN,Refined nickel
2012,750210,156,458,7456.016,643.694,CHN,MYS,Refined nickel
2012,750210,156,608,1083.375,56.0,CHN,PHL,Refined nickel
2012,750210,156,702,14294.622,960.06,CHN,SGP,Refined nickel
2012,750210,156,704,59.363,,CHN,VNM,Refined nickel
2012,750210,156,764,412.274,11.603,CHN,THA,Refined nickel
2012,750210,251,360,104.313,5.189,FRA,IDN,Refined nickel
2012,750210,251,458,42.862,2.0,FRA,MYS,Refined nickel
2012,750210,251,608,40.408,2.001,FRA,PHL,Refined nickel
2012,750210,251,704,211.682,11.301,FRA,VNM,Refined nickel
2012,750210,276,360,4.839,0.055,DEU,IDN,Refined nickel
2012,750210,276,458,4.272,0.18,DEU,MYS,Refined nickel
2012,750210,276,702,0.154,0.011,DEU,SGP,Refined nickel
2012,750210,276,764,159.466,4.699,DEU,THA,Refined nickel
2012,750210,380,458,4.231,0.224,ITA,MYS,Refined nickel
2012,750210,380,704,4.997,,ITA,VNM,Refined nickel
2012,750210,392,360,297.459,4.236,JPN,IDN,Refined nickel
2012,750210,392,458,750.695,32.53,JPN,MYS,Refined nickel
2012,750210,392,608,429.066,15.932,JPN,PHL,Refined nickel
2012,750210,392,704,490.215,24.23,JPN,VNM,Refined nickel
2012,750210,392,764,679.821,30.302,JPN,THA,Refined nickel
2012,750210,410,360,659.086,45.262,KOR,IDN,Refined nickel
2012,750210,410,608,200.509,10.6,KOR,PHL,Refined nickel
2012,750210,410,704,8.082,0.951,KOR,VNM,Refined nickel
2012,750210,458,842,320.16,18.007,MYS,USA,Refined nickel
2012,750210,528,702,2221.144,108.8,NLD,SGP,Refined nickel
2012,750210,528,764,5.774,0.25,NLD,THA,Refined nickel
2012,750210,702,36,435.077,26.831,SGP,AUS,Refined nickel
2012,750210,702,156,33696.478,1494.88,SGP,CHN,Refined nickel
2012,750210,702,392,6986.462,402.0,SGP,JPN,Refined nickel
2012,750210,702,410,4974.795,294.0,SGP,KOR,Refined nickel
2012,750210,702,842,1570.518,88.0,SGP,USA,Refined nickel
2012,750210,764,156,0.001,,THA,CHN,Refined nickel
2012,750210,764,392,121.677,8.311,THA,JPN,Refined nickel
2012,750210,764,410,0.003,0.001,THA,KOR,Refined nickel
2012,750210,826,360,54.24,3.0,GBR,IDN,Refined nickel
2012,750210,826,458,178.144,9.1,GBR,MYS,Refined nickel
2012,750210,826,702,3187.886,244.545,GBR,SGP,Refined nickel
2012,750210,826,704,27.028,,GBR,VNM,Refined nickel
2012,750210,826,764,4507.153,240.55,GBR,THA,Refined nickel
2012,750210,842,360,10.264,0.146,USA,IDN,Refined nickel
2012,750210,842,458,89.758,3.953,USA,MYS,Refined nickel
2012,750210,842,702,386.011,16.937,USA,SGP,Refined nickel
2012,750210,842,764,299.318,10.7,USA,THA,Refined nickel
2013,250410,36,458,23.103,4.932,AUS,MYS,Natural graphite
2013,250410,36,764,25.88,4.48,AUS,THA,Natural graphite
2013,250410,56,702,0.948,2.0,BEL,SGP,Natural graphite
2013,250410,124,764,0.483,0.022,CAN,THA,Natural graphite
2013,250410,156,104,47.113,28.816,CHN,MMR,Natural graphite
2013,250410,156,360,4149.921,15291.958,CHN,IDN,Natural graphite
2013,250410,156,458,625.042,373.129,CHN,MYS,Natural graphite
2013,250410,156,608,41.898,131.64,CHN,PHL,Natural graphite
2013,250410,156,702,7.404,2.024,CHN,SGP,Natural graphite
2013,250410,156,704,338.495,211.723,CHN,VNM,Natural graphite
2013,250410,156,764,710.07,620.271,CHN,THA,Natural graphite
2013,250410,251,458,38.828,11.422,FRA,MYS,Natural graphite
2013,250410,251,764,21.837,3.025,FRA,THA,Natural graphite
2013,250410,276,96,0.128,0.003,DEU,BRN,Natural graphite
2013,250410,276,360,26.862,20.0,DEU,IDN,Natural graphite
2013,250410,276,458,1.738,2.0,DEU,MYS,Natural graphite
2013,250410,276,702,12.749,4.868,DEU,SGP,Natural graphite
2013,250410,276,704,1.651,0.154,DEU,VNM,Natural graphite
2013,250410,276,764,512.864,136.447,DEU,THA,Natural graphite
2013,250410,360,156,0.661,0.17,IDN,CHN,Natural graphite
2013,250410,360,276,0.122,0.013,IDN,DEU,Natural graphite
2013,250410,380,702,0.068,0.001,ITA,SGP,Natural graphite
2013,250410,392,360,611.218,57.672,JPN,IDN,Natural graphite
2013,250410,392,458,297.802,56.722,JPN,MYS,Natural graphite
2013,250410,392,608,16.713,1.313,JPN,PHL,Natural graphite
2013,250410,392,702,82.994,11.891,JPN,SGP,Natural graphite
2013,250410,392,704,351.662,132.851,JPN,VNM,Natural graphite
2013,250410,392,764,690.471,146.174,JPN,THA,Natural graphite
2013,250410,410,104,86.638,34.877,KOR,MMR,Natural graphite
2013,250410,410,360,12.579,16.211,KOR,IDN,Natural graphite
2013,250410,410,704,7.716,3.524,KOR,VNM,Natural graphite
2013,250410,410,764,26.101,7.68,KOR,THA,Natural graphite
2013,250410,528,360,2.131,1.4,NLD,IDN,Natural graphite
2013,250410,702,392,298.171,0.06,SGP,JPN,Natural graphite
2013,250410,704,842,11.771,16.992,VNM,USA,Natural graphite
2013,250410,752,458,31.115,23.1,SWE,MYS,Natural graphite
2013,250410,752,704,0.461,0.111,SWE,VNM,Natural graphite
2013,250410,752,764,60.193,10.0,SWE,THA,Natural graphite
2013,250410,764,842,32.013,13.88,THA,USA,Natural graphite
2013,250410,826,360,1.952,0.2,GBR,IDN,Natural graphite
2013,250410,826,458,37.42,18.535,GBR,MYS,Natural graphite
2013,250410,826,702,2.512,0.004,GBR,SGP,Natural graphite
2013,250410,826,764,22.066,20.005,GBR,THA,Natural graphite
2013,250410,842,360,227.371,60.942,USA,IDN,Natural graphite
2013,250410,842,458,91.415,35.691,USA,MYS,Natural graphite
2013,250410,842,702,45.786,8.113,USA,SGP,Natural graphite
2013,250410,842,704,251.192,114.515,USA,VNM,Natural graphite
2013,250410,842,764,275.224,89.483,USA,THA,Natural graphite
2013,253090,36,104,82.8,,AUS,MMR,Other minerals
2013,253090,36,360,56.247,152.482,AUS,IDN,Other minerals
2013,253090,36,418,145.773,0.848,AUS,LAO,Other minerals
2013,253090,36,458,3172.212,4155.107,AUS,MYS,Other minerals
2013,253090,36,608,12.2,0.176,AUS,PHL,Other minerals
2013,253090,36,702,1.138,0.537,AUS,SGP,Other minerals
2013,253090,36,704,108.543,573.88,AUS,VNM,Other minerals
2013,253090,36,764,31.889,9.759,AUS,THA,Other minerals
2013,253090,56,360,4.179,10.436,BEL,IDN,Other minerals
2013,253090,56,458,84.625,94.62,BEL,MYS,Other minerals
2013,253090,56,608,55.332,33.737,BEL,PHL,Other minerals
2013,253090,56,702,4.974,6.611,BEL,SGP,Other minerals
2013,253090,56,704,15.903,14.32,BEL,VNM,Other minerals
2013,253090,56,764,1.366,2.393,BEL,THA,Other minerals
2013,253090,104,156,8048.766,1978.314,MMR,CHN,Other minerals
2013,253090,104,380,3.613,0.378,MMR,ITA,Other minerals
2013,253090,116,124,0.028,0.278,KHM,CAN,Other minerals
2013,253090,124,458,2.706,2.5,CAN,MYS,Other minerals
2013,253090,124,702,2.57,0.575,CAN,SGP,Other minerals
2013,253090,124,764,25.734,149.0,CAN,THA,Other minerals
2013,253090,156,104,9.212,1.52,CHN,MMR,Other minerals
2013,253090,156,116,1.955,6.679,CHN,KHM,Other minerals
2013,253090,156,360,1634.049,13603.105,CHN,IDN,Other minerals
2013,253090,156,418,399.28,,CHN,LAO,Other minerals
2013,253090,156,458,12813.623,31321.311,CHN,MYS,Other minerals
2013,253090,156,608,1435.492,460.84,CHN,PHL,Other minerals
2013,253090,156,702,1843.135,331.344,CHN,SGP,Other minerals
2013,253090,156,704,2531.106,57332.127,CHN,VNM,Other minerals
2013,253090,156,764,1454.911,10879.956,CHN,THA,Other minerals
2013,253090,251,360,242.278,141.889,FRA,IDN,Other minerals
2013,253090,251,458,40.678,89.572,FRA,MYS,Other minerals
2013,253090,251,764,34.472,39.278,FRA,THA,Other minerals
2013,253090,276,104,0.113,0.1,DEU,MMR,Other minerals
2013,253090,276,360,168.171,124.398,DEU,IDN,Other minerals
2013,253090,276,458,3396.123,1624.452,DEU,MYS,Other minerals
2013,253090,276,608,0.13,0.358,DEU,PHL,Other minerals
2013,253090,276,702,192.767,436.376,DEU,SGP,Other minerals
2013,253090,276,704,19.633,1.0,DEU,VNM,Other minerals
2013,253090,276,764,11.432,6.436,DEU,THA,Other minerals
2013,253090,360,36,105.229,632.256,IDN,AUS,Other minerals
2013,253090,360,124,25.751,9.581,IDN,CAN,Other minerals
2013,253090,360,156,185.0,382.535,IDN,CHN,Other minerals
2013,253090,360,276,136.452,126.122,IDN,DEU,Other minerals
2013,253090,360,392,1403.659,3471.034,IDN,JPN,Other minerals
2013,253090,360,410,333.434,4115.584,IDN,KOR,Other minerals
2013,253090,360,528,2.748,0.785,IDN,NLD,Other minerals
2013,253090,360,616,8.468,0.21,IDN,POL,Other minerals
2013,253090,360,826,68.106,12.899,IDN,GBR,Other minerals
2013,253090,360,842,34.311,21.625,IDN,USA,Other minerals
2013,253090,380,360,759.274,664.0,ITA,IDN,Other minerals
2013,253090,380,458,56.789,219.194,ITA,MYS,Other minerals
2013,253090,380,608,39.16,26.0,ITA,PHL,Other minerals
2013,253090,380,702,0.122,0.241,ITA,SGP,Other minerals
2013,253090,380,704,211.308,90.0,ITA,VNM,Other minerals
2013,253090,380,764,382.418,234.99,ITA,THA,Other minerals
2013,253090,392,116,0.034,0.16,JPN,KHM,Other minerals
2013,253090,392,360,880.342,3760.932,JPN,IDN,Other minerals
2013,253090,392,458,619.298,357.499,JPN,MYS,Other minerals
2013,253090,392,608,11.999,15.518,JPN,PHL,Other minerals
2013,253090,392,702,5.759,7.0,JPN,SGP,Other minerals
2013,253090,392,704,380.136,51.0,JPN,VNM,Other minerals
2013,253090,392,764,532.194,225.762,JPN,THA,Other minerals
2013,253090,410,104,0.021,0.005,KOR,MMR,Other minerals
2013,253090,410,116,55.725,388.0,KOR,KHM,Other minerals
2013,253090,410,360,816.046,3418.076,KOR,IDN,Other minerals
2013,253090,410,458,18.366,10.294,KOR,MYS,Other minerals
2013,253090,410,608,9.265,35.75,KOR,PHL,Other minerals
2013,253090,410,702,23.434,153.0,KOR,SGP,Other minerals
2013,253090,410,704,550.633,4253.501,KOR,VNM,Other minerals
2013,253090,410,764,2.835,0.548,KOR,THA,Other minerals
2013,253090,418,36,1.56,0.077,LAO,AUS,Other minerals
2013,253090,418,124,0.05,0.054,LAO,CAN,Other minerals
2013,253090,418,156,187.921,372.96,LAO,CHN,Other minerals
2013,253090,458,124,0.505,2.923,MYS,CAN,Other minerals
2013,253090,458,156,1086.859,232.386,MYS,CHN,Other minerals
2013,253090,458,276,0.05,0.001,MYS,DEU,Other minerals
2013,253090,458,392,536.309,702.55,MYS,JPN,Other minerals
2013,253090,458,410,559.511,378.723,MYS,KOR,Other minerals
2013,253090,458,616,10.885,0.164,MYS,POL,Other minerals
2013,253090,458,826,3.875,0.053,MYS,GBR,Other minerals
2013,253090,528,360,43.559,3.6,NLD,IDN,Other minerals
2013,253090,528,458,8.86,14.921,NLD,MYS,Other minerals
2013,253090,528,702,39.744,67.824,NLD,SGP,Other minerals
2013,253090,528,704,0.962,2.0,NLD,VNM,Other minerals
2013,253090,528,764,0.041,0.125,NLD,THA,Other minerals
2013,253090,608,124,0.194,0.026,PHL,CAN,Other minerals
2013,253090,608,156,50.004,230.57,PHL,CHN,Other minerals
2013,253090,608,276,12.061,43.25,PHL,DEU,Other minerals
2013,253090,608,380,12.327,4.8,PHL,ITA,Other minerals
2013,253090,608,392,3933.113,1065.0,PHL,JPN,Other minerals
2013,253090,608,410,103.891,404.447,PHL,KOR,Other minerals
2013,253090,608,528,9.469,18.7,PHL,NLD,Other minerals
2013,253090,608,616,0.052,0.744,PHL,POL,Other minerals
2013,253090,608,842,58.9,165.0,PHL,USA,Other minerals
2013,253090,616,458,0.396,0.097,POL,MYS,Other minerals
2013,253090,616,764,16.326,0.682,POL,THA,Other minerals
2013,253090,702,36,0.313,0.01,SGP,AUS,Other minerals
2013,253090,702,156,263.825,300.773,SGP,CHN,Other minerals
2013,253090,702,392,26.27,6.13,SGP,JPN,Other minerals
2013,253090,702,410,119.415,133.72,SGP,KOR,Other minerals
2013,253090,702,528,0.303,0.004,SGP,NLD,Other minerals
2013,253090,702,616,3.684,0.371,SGP,POL,Other minerals
2013,253090,702,826,2.895,0.55,SGP,GBR,Other minerals
2013,253090,702,842,0.01,0.005,SGP,USA,Other minerals
2013,253090,704,36,3.151,0.61,VNM,AUS,Other minerals
2013,253090,704,124,1.535,0.313,VNM,CAN,Other minerals
2013,253090,704,156,15440.533,420136.7,VNM,CHN,Other minerals
2013,253090,704,276,0.149,2.632,VNM,DEU,Other minerals
2013,253090,704,392,3675.663,35023.0,VNM,JPN,Other minerals
2013,253090,704,410,2200.696,21636.939,VNM,KOR,Other minerals
2013,253090,724,360,401.756,238.4,ESP,IDN,Other minerals
2013,253090,724,458,60.612,100.732,ESP,MYS,Other minerals
2013,253090,724,702,49.566,21.678,ESP,SGP,Other minerals
2013,253090,724,704,121.645,240.6,ESP,VNM,Other minerals
2013,253090,724,764,135.673,68.852,ESP,THA,Other minerals
2013,253090,764,36,2.894,11.673,THA,AUS,Other minerals
2013,253090,764,124,3.226,2.701,THA,CAN,Other minerals
2013,253090,764,156,1202.398,773.494,THA,CHN,Other minerals
2013,253090,764,276,2.497,10.561,THA,DEU,Other minerals
2013,253090,764,392,484.374,1725.248,THA,JPN,Other minerals
2013,253090,764,528,0.085,0.005,THA,NLD,Other minerals
2013,253090,764,842,8.569,5.269,THA,USA,Other minerals
2013,253090,826,96,0.111,,GBR,BRN,Other minerals
2013,253090,826,360,895.584,859.91,GBR,IDN,Other minerals
2013,253090,826,458,18.931,6.0,GBR,MYS,Other minerals
2013,253090,826,608,140.992,50.19,GBR,PHL,Other minerals
2013,253090,826,702,839.471,368.188,GBR,SGP,Other minerals
2013,253090,826,704,27.283,10.7,GBR,VNM,Other minerals
2013,253090,826,764,34.018,4.363,GBR,THA,Other minerals
2013,253090,842,96,25.879,38.921,USA,BRN,Other minerals
2013,253090,842,360,1.731,3.53,USA,IDN,Other minerals
2013,253090,842,458,279.233,563.407,USA,MYS,Other minerals
2013,253090,842,608,823.885,206.464,USA,PHL,Other minerals
2013,253090,842,702,46.143,54.146,USA,SGP,Other minerals
2013,253090,842,704,270.622,1099.008,USA,VNM,Other minerals
2013,253090,842,764,314.53,151.754,USA,THA,Other minerals
2013,260300,36,360,28397.367,20416.421,AUS,IDN,Copper ore
2013,260300,36,458,1282.319,193.923,AUS,MYS,Copper ore
2013,260300,36,608,151296.682,55942.033,AUS,PHL,Copper ore
2013,260300,56,704,153.719,68.011,BEL,VNM,Copper ore
2013,260300,56,764,2.472,16.0,BEL,THA,Copper ore
2013,260300,104,156,26559.081,31559.643,MMR,CHN,Copper ore
2013,260300,124,458,18374.792,7740.87,CAN,MYS,Copper ore
2013,260300,124,608,71522.641,8773.441,CAN,PHL,Copper ore
2013,260300,124,704,835.323,369.579,CAN,VNM,Copper ore
2013,260300,156,458,265.361,310.208,CHN,MYS,Copper ore
2013,260300,156,702,2.091,0.611,CHN,SGP,Copper ore
2013,260300,156,704,377.556,167.045,CHN,VNM,Copper ore
2013,260300,156,764,5.859,31.79,CHN,THA,Copper ore
2013,260300,251,704,183.35,318.831,FRA,VNM,Copper ore
2013,260300,276,458,2.22,2.9,DEU,MYS,Copper ore
2013,260300,360,156,333502.2,169487.26,IDN,CHN,Copper ore
2013,260300,360,276,56770.295,43130.812,IDN,DEU,Copper ore
2013,260300,360,392,800118.46,429395.009,IDN,JPN,Copper ore
2013,260300,360,410,341242.741,194002.181,IDN,KOR,Copper ore
2013,260300,360,528,0.818,0.033,IDN,NLD,Copper ore
2013,260300,360,724,312170.693,163225.401,IDN,ESP,Copper ore
2013,260300,392,704,26.156,11.573,JPN,VNM,Copper ore
2013,260300,410,418,65.637,29.04,KOR,LAO,Copper ore
2013,260300,410,458,31.244,6.0,KOR,MYS,Copper ore
2013,260300,410,704,58.817,26.824,KOR,VNM,Copper ore
2013,260300,410,764,125.805,672.215,KOR,THA,Copper ore
2013,260300,418,36,644879.182,,LAO,AUS,Copper ore
2013,260300,418,124,0.901,0.13,LAO,CAN,Copper ore
2013,260300,418,156,285433.318,160090.469,LAO,CHN,Copper ore
2013,260300,418,392,3.0,,LAO,JPN,Copper ore
2013,260300,458,156,34725.54,18184.667,MYS,CHN,Copper ore
2013,260300,458,276,163.065,232.067,MYS,DEU,Copper ore
2013,260300,528,458,2.742,5.14,NLD,MYS,Copper ore
2013,260300,608,156,353283.107,223651.88,PHL,CHN,Copper ore
2013,260300,608,392,283971.044,92736.0,PHL,JPN,Copper ore
2013,260300,608,410,117655.795,51415.405,PHL,KOR,Copper ore
2013,260300,608,752,30087.524,15016.0,PHL,SWE,Copper ore
2013,260300,702,36,7.815,1.59,SGP,AUS,Copper ore
2013,260300,702,156,4.475,16.19,SGP,CHN,Copper ore
2013,260300,702,276,2.074,1.789,SGP,DEU,Copper ore
2013,260300,702,842,1.484,25.46,SGP,USA,Copper ore
2013,260300,704,156,624.234,230.289,VNM,CHN,Copper ore
2013,260300,704,528,0.223,0.008,VNM,NLD,Copper ore
2013,260300,724,458,11438.202,1542.78,ESP,MYS,Copper ore
2013,260300,752,764,0.046,0.256,SWE,THA,Copper ore
2013,260300,764,156,2616.591,2313.939,THA,CHN,Copper ore
2013,260300,764,276,13.743,7.147,THA,DEU,Copper ore
2013,260300,764,528,0.155,0.002,THA,NLD,Copper ore
2013,260300,826,458,1.798,5.0,GBR,MYS,Copper ore
2013,260300,826,702,3.108,0.002,GBR,SGP,Copper ore
2013,260300,842,360,4.314,0.142,USA,IDN,Copper ore
2013,260300,842,418,325.527,47.359,USA,LAO,Copper ore
2013,260300,842,458,696.735,450.385,USA,MYS,Copper ore
2013,260300,842,608,48390.315,4477.498,USA,PHL,Copper ore
2013,260300,842,702,28.202,6.081,USA,SGP,Copper ore
2013,260300,842,704,410.993,59.381,USA,VNM,Copper ore
2013,260300,842,764,11.545,2.747,USA,THA,Copper ore
2013,260400,36,360,2.137,0.8,AUS,IDN,Nickel ore
2013,260400,36,704,1.319,,AUS,VNM,Nickel ore
2013,260400,104,156,3205.538,,MMR,CHN,Nickel ore
2013,260400,156,458,5.196,10.989,CHN,MYS,Nickel ore
2013,260400,156,702,88.895,161.74,CHN,SGP,Nickel ore
2013,260400,156,704,6.301,15.629,CHN,VNM,Nickel ore
2013,260400,251,360,0.827,0.07,FRA,IDN,Nickel ore
2013,260400,251,704,572.329,,FRA,VNM,Nickel ore
2013,260400,360,36,21274.669,1568855.0,IDN,AUS,Nickel ore
2013,260400,360,156,1447415.806,48999549.305,IDN,CHN,Nickel ore
2013,260400,360,251,3.814,65.656,IDN,FRA,Nickel ore
2013,260400,360,276,586.403,505.828,IDN,DEU,Nickel ore
2013,260400,360,392,154955.095,2447230.887,IDN,JPN,Nickel ore
2013,260400,360,410,3775.06,55000.093,IDN,KOR,Nickel ore
2013,260400,360,616,0.102,0.1,IDN,POL,Nickel ore
2013,260400,392,704,17.646,,JPN,VNM,Nickel ore
2013,260400,410,704,8.0,,KOR,VNM,Nickel ore
2013,260400,410,764,25.224,13.755,KOR,THA,Nickel ore
2013,260400,458,156,227.1,411.204,MYS,CHN,Nickel ore
2013,260400,458,276,1523.168,356.31,MYS,DEU,Nickel ore
2013,260400,528,458,22.964,32.65,NLD,MYS,Nickel ore
2013,260400,608,156,1539957.091,29694287.273,PHL,CHN,Nickel ore
2013,260400,608,392,72549.068,1354236.032,PHL,JPN,Nickel ore
2013,260400,608,410,0.082,0.23,PHL,KOR,Nickel ore
2013,260400,702,156,120.681,144.37,SGP,CHN,Nickel ore
2013,260400,702,276,26.962,63.204,SGP,DEU,Nickel ore
2013,260400,702,410,561.318,479.63,SGP,KOR,Nickel ore
2013,260400,704,156,10863.042,9717.65,VNM,CHN,Nickel ore
2013,260400,704,276,63.289,24.29,VNM,DEU,Nickel ore
2013,260400,704,410,0.452,0.004,VNM,KOR,Nickel ore
2013,260400,764,156,512.108,1050.887,THA,CHN,Nickel ore
2013,260400,764,276,141.682,310.75,THA,DEU,Nickel ore
2013,260400,764,410,191.345,340.468,THA,KOR,Nickel ore
2013,260400,764,826,19.526,0.928,THA,GBR,Nickel ore
2013,260400,764,842,3.32,0.191,THA,USA,Nickel ore
2013,260400,842,360,5.561,0.009,USA,IDN,Nickel ore
2013,260400,842,458,155.67,8.0,USA,MYS,Nickel ore
2013,260400,842,702,30.542,0.279,USA,SGP,Nickel ore
2013,260500,124,458,1312.6,163.35,CAN,MYS,Cobalt ore
2013,260500,156,360,0.239,0.282,CHN,IDN,Cobalt ore
2013,260500,360,156,1520.0,76000.0,IDN,CHN,Cobalt ore
2013,260500,410,764,1.391,0.005,KOR,THA,Cobalt ore
2013,260500,764,156,96.6,2000.0,THA,CHN,Cobalt ore
2013,260500,764,392,56.197,2.873,THA,JPN,Cobalt ore
2013,260500,764,826,0.02,0.001,THA,GBR,Cobalt ore
2013,260500,826,96,0.082,0.001,GBR,BRN,Cobalt ore
2013,260500,842,458,196.48,6.066,USA,MYS,Cobalt ore
2013,260500,842,702,62.451,8.163,USA,SGP,Cobalt ore
2013,261210,842,702,2.934,,USA,SGP,Uranium ore
2013,261390,104,156,2896.451,353.68,MMR,CHN,Molybdenum ore
2013,261390,124,608,377.454,18.66,CAN,PHL,Molybdenum ore
2013,261390,124,764,2441.159,123.031,CAN,THA,Molybdenum ore
2013,261390,156,764,336.074,73.534,CHN,THA,Molybdenum ore
2013,261390,251,360,1.22,0.003,FRA,IDN,Molybdenum ore
2013,261390,251,702,0.292,0.003,FRA,SGP,Molybdenum ore
2013,261390,276,458,0.618,0.006,DEU,MYS,Molybdenum ore
2013,261390,276,704,3140.499,226.068,DEU,VNM,Molybdenum ore
2013,261390,392,704,1385.121,99.708,JPN,VNM,Molybdenum ore
2013,261390,392,764,0.594,0.015,JPN,THA,Molybdenum ore
2013,261390,410,360,0.024,0.001,KOR,IDN,Molybdenum ore
2013,261390,410,704,2151.386,596.985,KOR,VNM,Molybdenum ore
2013,261390,458,842,29.989,29.37,MYS,USA,Molybdenum ore
2013,261390,528,704,42.884,3.087,NLD,VNM,Molybdenum ore
2013,261390,528,764,934.897,115.252,NLD,THA,Molybdenum ore
2013,261390,702,276,2.119,0.001,SGP,DEU,Molybdenum ore
2013,261390,702,410,1.821,0.164,SGP,KOR,Molybdenum ore
2013,261390,826,360,0.925,0.01,GBR,IDN,Molybdenum ore
2013,261390,842,608,60.0,2.176,USA,PHL,Molybdenum ore
2013,261390,842,702,40.816,1.371,USA,SGP,Molybdenum ore
2013,261390,842,704,9613.781,476.316,USA,VNM,Molybdenum ore
2013,261390,842,764,1165.254,46.708,USA,THA,Molybdenum ore
2013,283329,36,360,67.255,21.02,AUS,IDN,Other sulfates
2013,283329,36,608,3.56,0.109,AUS,PHL,Other sulfates
