t,hs6,i,j,trade_usd_thousands,qty_tons,i_iso3,j_iso3,mineral
2017,253090,360,124,0.191,0.372,IDN,CAN,Other minerals
2017,253090,360,156,118.628,182.265,IDN,CHN,Other minerals
2017,253090,360,251,7.539,0.169,IDN,FRA,Other minerals
2017,253090,360,276,47.56,1378.482,IDN,DEU,Other minerals
2017,253090,360,380,28.164,21.273,IDN,ITA,Other minerals
2017,253090,360,392,1983.277,22298.804,IDN,JPN,Other minerals
2017,253090,360,410,155.263,147.494,IDN,KOR,Other minerals
2017,253090,360,528,0.772,7.188,IDN,NLD,Other minerals
2017,253090,360,616,6.893,5.478,IDN,POL,Other minerals
2017,253090,360,724,3.547,0.234,IDN,ESP,Other minerals
2017,253090,360,826,9.103,14.317,IDN,GBR,Other minerals
2017,253090,360,842,8.306,57.603,IDN,USA,Other minerals
2017,253090,380,360,397.55,340.334,ITA,IDN,Other minerals
2017,253090,380,458,447.192,982.209,ITA,MYS,Other minerals
2017,253090,380,608,0.035,0.007,ITA,PHL,Other minerals
2017,253090,380,702,17.161,5.261,ITA,SGP,Other minerals
2017,253090,380,704,140.852,103.159,ITA,VNM,Other minerals
2017,253090,380,764,235.907,168.739,ITA,THA,Other minerals
2017,253090,392,360,1003.225,6268.684,JPN,IDN,Other minerals
2017,253090,392,458,15.634,40.187,JPN,MYS,Other minerals
2017,253090,392,608,91.306,48.514,JPN,PHL,Other minerals
2017,253090,392,702,43.339,106.439,JPN,SGP,Other minerals
2017,253090,392,704,384.077,651.774,JPN,VNM,Other minerals
2017,253090,392,764,594.455,347.361,JPN,THA,Other minerals
2017,253090,410,360,1511.696,4706.935,KOR,IDN,Other minerals
2017,253090,410,458,104.997,4259.133,KOR,MYS,Other minerals
2017,253090,410,608,15.319,66.271,KOR,PHL,Other minerals
2017,253090,410,702,29.075,218.35,KOR,SGP,Other minerals
2017,253090,410,704,953.628,2915.142,KOR,VNM,Other minerals
2017,253090,410,764,60.834,37.951,KOR,THA,Other minerals
2017,253090,418,36,5.901,2.382,LAO,AUS,Other minerals
2017,253090,418,124,0.02,0.044,LAO,CAN,Other minerals
2017,253090,418,156,859.906,1914.03,LAO,CHN,Other minerals
2017,253090,458,36,0.238,0.128,MYS,AUS,Other minerals
2017,253090,458,124,0.018,0.016,MYS,CAN,Other minerals
2017,253090,458,156,263.289,536.894,MYS,CHN,Other minerals
2017,253090,458,392,649.087,12499.036,MYS,JPN,Other minerals
2017,253090,458,410,1082.404,1382.538,MYS,KOR,Other minerals
2017,253090,458,528,0.053,0.04,MYS,NLD,Other minerals
2017,253090,458,724,0.09,,MYS,ESP,Other minerals
2017,253090,458,752,0.117,0.156,MYS,SWE,Other minerals
2017,253090,458,842,2.991,9.0,MYS,USA,Other minerals
2017,253090,528,360,29.103,53.56,NLD,IDN,Other minerals
2017,253090,528,458,39.72,63.346,NLD,MYS,Other minerals
2017,253090,528,608,0.166,0.19,NLD,PHL,Other minerals
2017,253090,528,702,0.634,1.02,NLD,SGP,Other minerals
2017,253090,528,704,7.436,17.126,NLD,VNM,Other minerals
2017,253090,528,764,43.787,20.0,NLD,THA,Other minerals
2017,253090,608,36,5.191,12.309,PHL,AUS,Other minerals
2017,253090,608,124,1.013,5.525,PHL,CAN,Other minerals
2017,253090,608,156,37.924,170.96,PHL,CHN,Other minerals
2017,253090,608,392,418.266,1632.0,PHL,JPN,Other minerals
2017,253090,608,410,3.045,6.361,PHL,KOR,Other minerals
2017,253090,608,528,0.05,0.005,PHL,NLD,Other minerals
2017,253090,608,616,0.826,3.75,PHL,POL,Other minerals
2017,253090,608,842,51.61,157.5,PHL,USA,Other minerals
2017,253090,616,458,0.02,0.006,POL,MYS,Other minerals
2017,253090,616,608,0.104,0.031,POL,PHL,Other minerals
2017,253090,616,702,0.777,0.084,POL,SGP,Other minerals
2017,253090,616,704,0.052,0.015,POL,VNM,Other minerals
2017,253090,616,764,4.826,1.432,POL,THA,Other minerals
2017,253090,702,36,0.022,0.18,SGP,AUS,Other minerals
2017,253090,702,56,0.474,0.04,SGP,BEL,Other minerals
2017,253090,702,124,0.163,0.301,SGP,CAN,Other minerals
2017,253090,702,156,78.307,72.696,SGP,CHN,Other minerals
2017,253090,702,251,0.496,59.325,SGP,FRA,Other minerals
2017,253090,702,392,12.565,0.14,SGP,JPN,Other minerals
2017,253090,702,410,0.025,0.002,SGP,KOR,Other minerals
2017,253090,702,528,0.082,0.03,SGP,NLD,Other minerals
2017,253090,702,616,0.127,0.004,SGP,POL,Other minerals
2017,253090,702,826,1.316,0.22,SGP,GBR,Other minerals
2017,253090,702,842,0.02,0.01,SGP,USA,Other minerals
2017,253090,704,124,7.388,19.944,VNM,CAN,Other minerals
2017,253090,704,156,24388.742,709245.41,VNM,CHN,Other minerals
2017,253090,704,392,2737.833,27907.0,VNM,JPN,Other minerals
2017,253090,704,410,3297.142,30077.777,VNM,KOR,Other minerals
2017,253090,704,842,11.455,19.435,VNM,USA,Other minerals
2017,253090,724,360,51.522,181.678,ESP,IDN,Other minerals
2017,253090,724,458,163.487,117.424,ESP,MYS,Other minerals
2017,253090,724,702,4.314,0.923,ESP,SGP,Other minerals
2017,253090,724,704,796.137,1951.52,ESP,VNM,Other minerals
2017,253090,724,764,83.252,129.812,ESP,THA,Other minerals
2017,253090,764,36,0.186,0.019,THA,AUS,Other minerals
2017,253090,764,124,3.746,2.505,THA,CAN,Other minerals
2017,253090,764,156,3725.722,1705.056,THA,CHN,Other minerals
2017,253090,764,251,149.919,0.817,THA,FRA,Other minerals
2017,253090,764,276,1.611,36.563,THA,DEU,Other minerals
2017,253090,764,392,404.627,1490.357,THA,JPN,Other minerals
2017,253090,764,410,0.168,0.065,THA,KOR,Other minerals
2017,253090,764,528,1.685,1.03,THA,NLD,Other minerals
2017,253090,764,616,0.584,0.556,THA,POL,Other minerals
2017,253090,764,724,0.4,0.473,THA,ESP,Other minerals
2017,253090,764,752,0.117,0.156,THA,SWE,Other minerals
2017,253090,764,826,0.014,0.001,THA,GBR,Other minerals
2017,253090,764,842,58.425,35.978,THA,USA,Other minerals
2017,253090,826,360,73.521,47.0,GBR,IDN,Other minerals
2017,253090,826,458,6.144,0.89,GBR,MYS,Other minerals
2017,253090,826,608,39.792,27.255,GBR,PHL,Other minerals
2017,253090,826,702,52.62,22.518,GBR,SGP,Other minerals
2017,253090,826,704,31.274,42.09,GBR,VNM,Other minerals
2017,253090,826,764,56.708,23.925,GBR,THA,Other minerals
2017,253090,842,96,1.615,0.637,USA,BRN,Other minerals
2017,253090,842,104,0.084,0.001,USA,MMR,Other minerals
2017,253090,842,360,33.641,34.197,USA,IDN,Other minerals
2017,253090,842,458,43.301,41.33,USA,MYS,Other minerals
2017,253090,842,608,31.963,15.702,USA,PHL,Other minerals
2017,253090,842,702,42.442,69.834,USA,SGP,Other minerals
2017,253090,842,704,1054.867,1683.025,USA,VNM,Other minerals
2017,253090,842,764,197.691,192.167,USA,THA,Other minerals
2017,260300,36,360,1.052,0.035,AUS,IDN,Copper ore
2017,260300,36,458,30304.312,26213.998,AUS,MYS,Copper ore
2017,260300,36,608,546018.528,180571.437,AUS,PHL,Copper ore
2017,260300,104,156,2185.093,4723.323,MMR,CHN,Copper ore
2017,260300,124,360,6.825,0.337,CAN,IDN,Copper ore
2017,260300,156,104,5.622,2.512,CHN,MMR,Copper ore
2017,260300,156,116,180.743,115.377,CHN,KHM,Copper ore
2017,260300,156,458,315.905,2305.596,CHN,MYS,Copper ore
2017,260300,156,608,20.035,21.883,CHN,PHL,Copper ore
2017,260300,156,702,10.287,0.8,CHN,SGP,Copper ore
2017,260300,156,704,206.438,131.779,CHN,VNM,Copper ore
2017,260300,156,764,16.63,65.312,CHN,THA,Copper ore
2017,260300,276,458,9.163,2.0,DEU,MYS,Copper ore
2017,260300,360,156,480419.902,188374.678,IDN,CHN,Copper ore
2017,260300,360,392,930862.542,429093.647,IDN,JPN,Copper ore
2017,260300,360,410,345188.131,169181.55,IDN,KOR,Copper ore
2017,260300,360,528,0.351,0.011,IDN,NLD,Copper ore
2017,260300,360,826,0.01,1.339,IDN,GBR,Copper ore
2017,260300,392,360,0.601,0.032,JPN,IDN,Copper ore
2017,260300,392,458,11.451,0.643,JPN,MYS,Copper ore
2017,260300,392,764,35.273,135.703,JPN,THA,Copper ore
2017,260300,410,116,741.93,669.096,KOR,KHM,Copper ore
2017,260300,410,458,102.184,98.51,KOR,MYS,Copper ore
2017,260300,410,608,9.409,3.947,KOR,PHL,Copper ore
2017,260300,410,764,7.2,88.0,KOR,THA,Copper ore
2017,260300,418,156,561504.808,338330.784,LAO,CHN,Copper ore
2017,260300,418,392,17224.752,11607.0,LAO,JPN,Copper ore
2017,260300,418,410,7.53,5.849,LAO,KOR,Copper ore
2017,260300,458,156,200436.159,155278.092,MYS,CHN,Copper ore
2017,260300,458,276,34.887,11.682,MYS,DEU,Copper ore
2017,260300,458,410,92.947,83.345,MYS,KOR,Copper ore
2017,260300,608,156,171994.057,136795.556,PHL,CHN,Copper ore
2017,260300,608,392,287285.583,111401.823,PHL,JPN,Copper ore
2017,260300,608,410,94637.792,28744.989,PHL,KOR,Copper ore
2017,260300,616,116,537.951,343.401,POL,KHM,Copper ore
2017,260300,702,156,611.944,474.88,SGP,CHN,Copper ore
2017,260300,702,276,21.96,10.65,SGP,DEU,Copper ore
2017,260300,702,410,1086.458,3095.8,SGP,KOR,Copper ore
2017,260300,702,842,0.221,1.08,SGP,USA,Copper ore
2017,260300,704,156,3666.632,4404.452,VNM,CHN,Copper ore
2017,260300,764,156,1981.592,2061.794,THA,CHN,Copper ore
2017,260300,764,410,62.775,18.02,THA,KOR,Copper ore
2017,260300,764,724,0.087,0.001,THA,ESP,Copper ore
2017,260300,826,458,10717.198,11000.9,GBR,MYS,Copper ore
2017,260300,842,360,1.907,0.09,USA,IDN,Copper ore
2017,260300,842,458,2975.336,3380.014,USA,MYS,Copper ore
2017,260300,842,608,104.159,0.242,USA,PHL,Copper ore
2017,260300,842,702,5.39,1.0,USA,SGP,Copper ore
2017,260300,842,704,56.258,33.017,USA,VNM,Copper ore
2017,260300,842,764,47.471,60.221,USA,THA,Copper ore
2017,260400,36,360,15.782,0.12,AUS,IDN,Nickel ore
2017,260400,56,704,572.491,623.179,BEL,VNM,Nickel ore
2017,260400,124,458,5.608,0.75,CAN,MYS,Nickel ore
2017,260400,156,458,1.702,0.04,CHN,MYS,Nickel ore
2017,260400,156,702,0.508,0.72,CHN,SGP,Nickel ore
2017,260400,156,764,1.237,0.04,CHN,THA,Nickel ore
2017,260400,251,704,2.645,2.879,FRA,VNM,Nickel ore
2017,260400,276,360,22.561,2.0,DEU,IDN,Nickel ore
2017,260400,276,702,0.586,0.01,DEU,SGP,Nickel ore
2017,260400,276,704,11.609,12.637,DEU,VNM,Nickel ore
2017,260400,360,156,192363.248,4263240.684,IDN,CHN,Nickel ore
2017,260400,360,276,759.244,654.432,IDN,DEU,Nickel ore
2017,260400,360,410,0.012,,IDN,KOR,Nickel ore
2017,260400,392,704,14.829,16.142,JPN,VNM,Nickel ore
2017,260400,410,608,11.23,1.312,KOR,PHL,Nickel ore
2017,260400,458,156,2154.265,2578.467,MYS,CHN,Nickel ore
2017,260400,458,276,914.563,479.282,MYS,DEU,Nickel ore
2017,260400,608,124,0.214,0.018,PHL,CAN,Nickel ore
2017,260400,608,156,605654.678,30151531.198,PHL,CHN,Nickel ore
2017,260400,608,392,102618.455,2058179.886,PHL,JPN,Nickel ore
2017,260400,702,156,755.449,1041.2,SGP,CHN,Nickel ore
2017,260400,702,276,83.928,197.259,SGP,DEU,Nickel ore
2017,260400,702,410,56.661,40.0,SGP,KOR,Nickel ore
2017,260400,724,702,8.801,0.399,ESP,SGP,Nickel ore
2017,260400,764,56,32.8,8.2,THA,BEL,Nickel ore
2017,260400,764,276,353.242,509.713,THA,DEU,Nickel ore
2017,260400,764,410,18.855,97.726,THA,KOR,Nickel ore
2017,260400,826,704,2.59,2.819,GBR,VNM,Nickel ore
2017,260400,842,418,3.071,0.01,USA,LAO,Nickel ore
2017,260400,842,458,21.881,5.59,USA,MYS,Nickel ore
2017,260400,842,608,2315.741,659.369,USA,PHL,Nickel ore
2017,260400,842,702,4.661,0.071,USA,SGP,Nickel ore
2017,260400,842,704,181.807,197.904,USA,VNM,Nickel ore
2017,260500,36,764,1.389,0.015,AUS,THA,Cobalt ore
2017,260500,56,764,99.631,19.32,BEL,THA,Cobalt ore
2017,260500,528,608,35.873,16.088,NLD,PHL,Cobalt ore
2017,260500,764,156,312.059,259.127,THA,CHN,Cobalt ore
2017,260500,764,410,160.839,11995.59,THA,KOR,Cobalt ore
2017,260500,764,528,0.001,0.004,THA,NLD,Cobalt ore
2017,260500,842,458,413.21,8.0,USA,MYS,Cobalt ore
2017,260500,842,608,9.521,0.272,USA,PHL,Cobalt ore
2017,261210,458,156,102.185,98.4,MYS,CHN,Uranium ore
2017,261390,56,704,562.774,95.545,BEL,VNM,Molybdenum ore
2017,261390,156,704,1342.785,139.357,CHN,VNM,Molybdenum ore
2017,261390,156,764,596.797,110.495,CHN,THA,Molybdenum ore
2017,261390,251,458,3.078,0.06,FRA,MYS,Molybdenum ore
2017,261390,276,360,0.832,0.008,DEU,IDN,Molybdenum ore
2017,261390,276,608,0.122,0.003,DEU,PHL,Molybdenum ore
2017,261390,276,704,974.964,115.48,DEU,VNM,Molybdenum ore
2017,261390,392,608,284.399,0.868,JPN,PHL,Molybdenum ore
2017,261390,392,704,1333.804,157.982,JPN,VNM,Molybdenum ore
2017,261390,392,764,64.34,247.784,JPN,THA,Molybdenum ore
2017,261390,410,704,2936.203,2296.649,KOR,VNM,Molybdenum ore
2017,261390,410,764,229.968,858.983,KOR,THA,Molybdenum ore
2017,261390,418,156,1.074,0.149,LAO,CHN,Molybdenum ore
2017,261390,528,704,40.455,1.431,NLD,VNM,Molybdenum ore
2017,261390,528,764,217.92,855.553,NLD,THA,Molybdenum ore
2017,261390,608,156,23107.0,2810.936,PHL,CHN,Molybdenum ore
2017,261390,704,410,0.02,0.001,VNM,KOR,Molybdenum ore
2017,261390,764,392,41.126,1.839,THA,JPN,Molybdenum ore
2017,261390,764,528,0.013,0.014,THA,NLD,Molybdenum ore
2017,261390,826,360,3.892,0.004,GBR,IDN,Molybdenum ore
2017,261390,842,704,4691.387,252.625,USA,VNM,Molybdenum ore
2017,261390,842,764,420.146,188.087,USA,THA,Molybdenum ore
2017,283329,36,96,15.269,0.087,AUS,BRN,Other sulfates
2017,283329,36,608,1.575,0.183,AUS,PHL,Other sulfates
2017,283329,36,764,1.105,0.114,AUS,THA,Other sulfates
2017,283329,56,104,0.242,0.006,BEL,MMR,Other sulfates
2017,283329,56,458,1.799,2.232,BEL,MYS,Other sulfates
2017,283329,56,702,1.938,0.229,BEL,SGP,Other sulfates
2017,283329,56,704,3.195,4.343,BEL,VNM,Other sulfates
2017,283329,56,764,41.955,5.38,BEL,THA,Other sulfates
2017,283329,156,96,78.984,355.998,CHN,BRN,Other sulfates
2017,283329,156,104,269.341,341.042,CHN,MMR,Other sulfates
2017,283329,156,116,16.264,28.251,CHN,KHM,Other sulfates
2017,283329,156,360,5950.052,9892.329,CHN,IDN,Other sulfates
2017,283329,156,418,0.152,0.209,CHN,LAO,Other sulfates
2017,283329,156,458,6107.987,8161.009,CHN,MYS,Other sulfates
2017,283329,156,608,4803.852,9130.051,CHN,PHL,Other sulfates
2017,283329,156,702,1126.057,1639.11,CHN,SGP,Other sulfates
2017,283329,156,704,9810.138,13737.58,CHN,VNM,Other sulfates
2017,283329,156,764,7088.588,11973.987,CHN,THA,Other sulfates
2017,283329,251,360,70.002,10.695,FRA,IDN,Other sulfates
2017,283329,251,458,32.536,6.5,FRA,MYS,Other sulfates
2017,283329,251,702,3.974,1.001,FRA,SGP,Other sulfates
2017,283329,251,704,4.705,3.655,FRA,VNM,Other sulfates
2017,283329,251,764,40.966,4.687,FRA,THA,Other sulfates
2017,283329,276,360,1117.224,195.975,DEU,IDN,Other sulfates
2017,283329,276,458,697.009,770.009,DEU,MYS,Other sulfates
2017,283329,276,608,619.549,151.718,DEU,PHL,Other sulfates
2017,283329,276,702,2362.447,929.909,DEU,SGP,Other sulfates
2017,283329,276,704,211.077,169.466,DEU,VNM,Other sulfates
2017,283329,276,764,318.332,131.221,DEU,THA,Other sulfates
2017,283329,380,360,28.067,6.01,ITA,IDN,Other sulfates
2017,283329,380,458,85.881,6.745,ITA,MYS,Other sulfates
2017,283329,380,608,1.225,0.171,ITA,PHL,Other sulfates
2017,283329,380,704,12.383,17.051,ITA,VNM,Other sulfates
2017,283329,380,764,34.064,23.176,ITA,THA,Other sulfates
2017,283329,392,96,0.166,0.035,JPN,BRN,Other sulfates
2017,283329,392,104,0.134,0.005,JPN,MMR,Other sulfates
2017,283329,392,360,299.795,735.88,JPN,IDN,Other sulfates
2017,283329,392,458,530.505,112.344,JPN,MYS,Other sulfates
2017,283329,392,608,141.112,3481.118,JPN,PHL,Other sulfates
2017,283329,392,702,67.973,130.743,JPN,SGP,Other sulfates
2017,283329,392,704,341.697,286.039,JPN,VNM,Other sulfates
2017,283329,392,764,1468.944,779.209,JPN,THA,Other sulfates
2017,283329,410,104,8.531,3.25,KOR,MMR,Other sulfates
2017,283329,410,360,136.908,54.85,KOR,IDN,Other sulfates
2017,283329,410,458,426.351,110.753,KOR,MYS,Other sulfates
2017,283329,410,608,3935.555,9859.755,KOR,PHL,Other sulfates
2017,283329,410,702,25.082,1.232,KOR,SGP,Other sulfates
2017,283329,410,704,1291.866,1180.095,KOR,VNM,Other sulfates
2017,283329,410,764,9.17,5.751,KOR,THA,Other sulfates
2017,283329,458,36,117.443,572.832,MYS,AUS,Other sulfates
2017,283329,458,56,19.601,111.126,MYS,BEL,Other sulfates
2017,283329,458,124,69.092,421.899,MYS,CAN,Other sulfates
2017,283329,458,156,15.84,70.358,MYS,CHN,Other sulfates
2017,283329,458,276,88.506,163.998,MYS,DEU,Other sulfates
2017,283329,458,380,299.164,1324.0,MYS,ITA,Other sulfates
2017,283329,458,392,170.408,778.429,MYS,JPN,Other sulfates
2017,283329,458,410,90.666,478.954,MYS,KOR,Other sulfates
2017,283329,458,724,11.01,68.002,MYS,ESP,Other sulfates
2017,283329,458,826,42.413,146.206,MYS,GBR,Other sulfates
2017,283329,458,842,669.5,586.119,MYS,USA,Other sulfates
2017,283329,528,360,0.113,0.05,NLD,IDN,Other sulfates
2017,283329,528,458,3.804,3.085,NLD,MYS,Other sulfates
2017,283329,528,702,80.454,18.775,NLD,SGP,Other sulfates
2017,283329,528,704,1.105,0.634,NLD,VNM,Other sulfates
2017,283329,528,764,40.318,6.54,NLD,THA,Other sulfates
2017,283329,608,36,32.364,60.0,PHL,AUS,Other sulfates
2017,283329,616,360,88.651,15.8,POL,IDN,Other sulfates
2017,283329,702,36,11.861,1.77,SGP,AUS,Other sulfates
2017,283329,702,124,0.086,0.005,SGP,CAN,Other sulfates
2017,283329,702,156,481.738,189.315,SGP,CHN,Other sulfates
2017,283329,702,380,107.924,44.0,SGP,ITA,Other sulfates
2017,283329,702,392,107.285,22.0,SGP,JPN,Other sulfates
2017,283329,702,410,21.464,6.375,SGP,KOR,Other sulfates
2017,283329,724,360,9.11,8.0,ESP,IDN,Other sulfates
2017,283329,724,458,80.758,0.602,ESP,MYS,Other sulfates
2017,283329,724,608,2.559,0.449,ESP,PHL,Other sulfates
2017,283329,724,702,1.958,0.114,ESP,SGP,Other sulfates
2017,283329,724,704,0.593,0.303,ESP,VNM,Other sulfates
2017,283329,724,764,24.508,2.468,ESP,THA,Other sulfates
2017,283329,752,360,10.401,0.831,SWE,IDN,Other sulfates
2017,283329,752,608,0.477,0.158,SWE,PHL,Other sulfates
2017,283329,752,702,162.116,23.0,SWE,SGP,Other sulfates
2017,283329,764,36,281.051,725.846,THA,AUS,Other sulfates
2017,283329,764,124,0.005,0.003,THA,CAN,Other sulfates
2017,283329,764,156,249.2,280.0,THA,CHN,Other sulfates
2017,283329,764,392,641.216,365.508,THA,JPN,Other sulfates
2017,283329,764,410,15.4,40.0,THA,KOR,Other sulfates
2017,283329,826,360,174.566,9.935,GBR,IDN,Other sulfates
2017,283329,826,458,26.0,32.104,GBR,MYS,Other sulfates
2017,283329,826,702,13.135,22.634,GBR,SGP,Other sulfates
2017,283329,826,704,4.379,6.03,GBR,VNM,Other sulfates
2017,283329,826,764,74.181,14.387,GBR,THA,Other sulfates
2017,283329,842,360,398.457,126.678,USA,IDN,Other sulfates
2017,283329,842,458,108.569,33.678,USA,MYS,Other sulfates
2017,283329,842,608,27.182,8.475,USA,PHL,Other sulfates
2017,283329,842,702,447.086,69.837,USA,SGP,Other sulfates
2017,283329,842,704,129.646,140.132,USA,VNM,Other sulfates
2017,283329,842,764,40.231,108.991,USA,THA,Other sulfates
2017,283691,36,360,28.678,2.604,AUS,IDN,Lithium carbonate
2017,283691,36,702,50.088,4.043,AUS,SGP,Lithium carbonate
2017,283691,56,360,3.608,0.2,BEL,IDN,Lithium carbonate
2017,283691,56,458,0.027,,BEL,MYS,Lithium carbonate
2017,283691,56,702,0.077,0.001,BEL,SGP,Lithium carbonate
2017,283691,56,704,0.052,,BEL,VNM,Lithium carbonate
2017,283691,56,764,0.058,0.006,BEL,THA,Lithium carbonate
2017,283691,156,360,53.978,1.956,CHN,IDN,Lithium carbonate
2017,283691,156,458,18.668,0.883,CHN,MYS,Lithium carbonate
2017,283691,156,702,0.079,,CHN,SGP,Lithium carbonate
2017,283691,156,704,208.492,15.53,CHN,VNM,Lithium carbonate
2017,283691,156,764,194.548,10.51,CHN,THA,Lithium carbonate
2017,283691,276,360,1.797,0.088,DEU,IDN,Lithium carbonate
2017,283691,276,458,6.225,0.426,DEU,MYS,Lithium carbonate
2017,283691,276,702,16.315,1.022,DEU,SGP,Lithium carbonate
2017,283691,276,704,2.552,0.278,DEU,VNM,Lithium carbonate
2017,283691,276,764,0.511,0.029,DEU,THA,Lithium carbonate
2017,283691,360,156,0.984,0.004,IDN,CHN,Lithium carbonate
2017,283691,380,702,77.826,6.059,ITA,SGP,Lithium carbonate
2017,283691,380,704,0.784,0.064,ITA,VNM,Lithium carbonate
2017,283691,392,360,1.26,0.14,JPN,IDN,Lithium carbonate
2017,283691,392,702,0.004,,JPN,SGP,Lithium carbonate
2017,283691,392,764,33.384,2.347,JPN,THA,Lithium carbonate
2017,283691,410,360,65.148,21.135,KOR,IDN,Lithium carbonate
2017,283691,410,458,5785.609,155.394,KOR,MYS,Lithium carbonate
2017,283691,410,704,86.664,174.001,KOR,VNM,Lithium carbonate
2017,283691,410,764,0.127,0.075,KOR,THA,Lithium carbonate
2017,283691,702,156,1.311,0.001,SGP,CHN,Lithium carbonate
2017,283691,724,704,0.011,,ESP,VNM,Lithium carbonate
2017,283691,724,764,27.649,2.508,ESP,THA,Lithium carbonate
2017,283691,764,36,1.728,0.6,THA,AUS,Lithium carbonate
2017,283691,764,276,88.757,34.0,THA,DEU,Lithium carbonate
2017,283691,764,392,50.295,20.0,THA,JPN,Lithium carbonate
2017,283691,826,360,8.412,3.348,GBR,IDN,Lithium carbonate
2017,283691,826,458,12.806,0.8,GBR,MYS,Lithium carbonate
2017,283691,826,702,9.522,0.951,GBR,SGP,Lithium carbonate
2017,283691,842,360,0.063,0.001,USA,IDN,Lithium carbonate
2017,283691,842,702,55.018,3.006,USA,SGP,Lithium carbonate
2017,283691,842,704,2.903,0.237,USA,VNM,Lithium carbonate
2017,283691,842,764,47.737,2.097,USA,THA,Lithium carbonate
2017,720260,36,458,32.96,37.239,AUS,MYS,Ferronickel
2017,720260,36,704,14.0,4.91,AUS,VNM,Ferronickel
2017,720260,36,764,13.165,13.69,AUS,THA,Ferronickel
2017,720260,104,156,322168.02,88992.053,MMR,CHN,Ferronickel
2017,720260,104,528,1577.768,457.022,MMR,NLD,Ferronickel
2017,720260,156,360,0.568,0.002,CHN,IDN,Ferronickel
2017,720260,156,702,1.872,0.03,CHN,SGP,Ferronickel
2017,720260,156,764,1.437,0.14,CHN,THA,Ferronickel
2017,720260,360,156,1293542.678,951616.61,IDN,CHN,Ferronickel
2017,720260,360,410,65028.51,28943.984,IDN,KOR,Ferronickel
2017,720260,380,702,3.245,1.9,ITA,SGP,Ferronickel
2017,720260,392,704,10.641,3.732,JPN,VNM,Ferronickel
2017,720260,392,764,112.522,21.81,JPN,THA,Ferronickel
2017,720260,458,392,60.899,212.51,MYS,JPN,Ferronickel
2017,720260,702,156,2040.506,556.28,SGP,CHN,Ferronickel
2017,720260,702,410,3.342,0.13,SGP,KOR,Ferronickel
2017,720260,702,826,0.69,1.6,SGP,GBR,Ferronickel
2017,720260,702,842,1.067,0.285,SGP,USA,Ferronickel
2017,720260,826,702,0.715,0.242,GBR,SGP,Ferronickel
2017,720260,826,764,3.653,0.324,GBR,THA,Ferronickel
2017,720260,842,458,28.444,10.77,USA,MYS,Ferronickel
2017,720260,842,702,1144.062,0.818,USA,SGP,Ferronickel
2017,720260,842,764,6.466,0.235,USA,THA,Ferronickel
2017,750110,156,702,26.829,24.466,CHN,SGP,Nickel matte
2017,750110,360,392,630029.107,96029.017,IDN,JPN,Nickel matte
2017,750110,392,458,400.731,37.421,JPN,MYS,Nickel matte
2017,750110,392,704,0.356,0.054,JPN,VNM,Nickel matte
2017,750110,392,764,0.239,0.004,JPN,THA,Nickel matte
2017,750110,410,702,55.116,2.92,KOR,SGP,Nickel matte
2017,750110,702,156,584.84,47.123,SGP,CHN,Nickel matte
2017,750110,826,458,5.548,0.104,GBR,MYS,Nickel matte
2017,750110,842,458,44.614,14.152,USA,MYS,Nickel matte
2017,750120,156,360,0.005,0.003,CHN,IDN,Nickel oxide sinter
2017,750120,276,360,32.195,25.675,DEU,IDN,Nickel oxide sinter
2017,750120,360,56,0.197,0.01,IDN,BEL,Nickel oxide sinter
2017,750120,360,156,85546.773,12480.39,IDN,CHN,Nickel oxide sinter
2017,750120,360,380,510.113,60.0,IDN,ITA,Nickel oxide sinter
2017,750120,360,410,49311.14,6780.0,IDN,KOR,Nickel oxide sinter
2017,750120,360,616,1382.59,160.0,IDN,POL,Nickel oxide sinter
2017,750120,360,724,2126.655,200.0,IDN,ESP,Nickel oxide sinter
2017,750120,360,826,129503.646,12356.587,IDN,GBR,Nickel oxide sinter
2017,750120,380,764,0.878,0.116,ITA,THA,Nickel oxide sinter
2017,750120,392,360,233.143,25.0,JPN,IDN,Nickel oxide sinter
2017,750120,392,458,25.073,4.177,JPN,MYS,Nickel oxide sinter
2017,750120,410,360,0.737,0.045,KOR,IDN,Nickel oxide sinter
2017,750120,410,704,18.148,0.019,KOR,VNM,Nickel oxide sinter
2017,750120,608,156,32.921,38.73,PHL,CHN,Nickel oxide sinter
2017,750120,608,392,552657.325,99977.939,PHL,JPN,Nickel oxide sinter
2017,750120,702,156,677.532,925.1,SGP,CHN,Nickel oxide sinter
2017,750120,704,156,54.792,28.223,VNM,CHN,Nickel oxide sinter
2017,750120,764,410,7.212,101.523,THA,KOR,Nickel oxide sinter
2017,750120,764,842,0.004,0.003,THA,USA,Nickel oxide sinter
2017,750120,826,702,15.006,0.402,GBR,SGP,Nickel oxide sinter
2017,750120,826,764,224.853,20.0,GBR,THA,Nickel oxide sinter
2017,750120,842,360,266.657,3.062,USA,IDN,Nickel oxide sinter
2017,750120,842,458,10.51,0.911,USA,MYS,Nickel oxide sinter
2017,750120,842,608,4.92,0.533,USA,PHL,Nickel oxide sinter
2017,750120,842,702,3785.792,40.355,USA,SGP,Nickel oxide sinter
2017,750210,36,360,809.565,80.0,AUS,IDN,Refined nickel
2017,750210,36,458,168955.332,15373.1,AUS,MYS,Refined nickel
